"Disease.primaryIdentifier","Disease.name","Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.genes.homologues.homologue.primaryIdentifier","Disease.genes.homologues.homologue.symbol"
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","RGD:2115","Andpro"
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","RGD:2432","Cst3"
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","RGD:727814","P22k15"
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","RGD:735160","Cyss"
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","WBGene00000534",""
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","WBGene00000535",""
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","ZDB-GENE-030131-373",""
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","ZDB-GENE-030616-512",""
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","ZDB-GENE-060810-77",""
"OMIM:105150","CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED","1471","CST3","ZDB-GENE-081022-170",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","2243","FGA","MGI:1316726","Fga"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","2243","FGA","RGD:2603","Fga"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","335","APOA1","MGI:88049","Apoa1"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","335","APOA1","RGD:2130","Apoa1"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","335","APOA1","ZDB-GENE-050302-172",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","335","APOA1","ZDB-GENE-070410-86",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","335","APOA1","ZDB-GENE-990415-14",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004425",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004426",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004427",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004428",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004429",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004430",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0004431",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0029765",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0034092",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0034538",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0034539",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","FBgn0050062",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","MGI:1924647","9530003J23Rik"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","MGI:96897","Lyz2"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","MGI:96902","Lyz1"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","RGD:1306474","RGD1306474"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","RGD:1593616","Lyc2"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","RGD:3026","Lyz2"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","4069","LYZ","ZDB-GENE-020515-2",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","567","B2M","MGI:88127","B2m"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","567","B2M","RGD:2189","B2m"
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","567","B2M","ZDB-GENE-040426-2136",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","567","B2M","ZDB-GENE-140106-98",""
"OMIM:105200","AMYLOIDOSIS, FAMILIAL VISCERAL","567","B2M","ZDB-GENE-980526-88",""
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","FBgn0050016",""
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","MGI:98865","Ttr"
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","RGD:3916","Ttr"
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","WBGene00011181",""
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","WBGene00022808",""
"OMIM:105210","AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED","7276","TTR","ZDB-GENE-040927-14",""
"OMIM:105250","AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1","9180","OSMR","MGI:1330819","Osmr"
"OMIM:105250","AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1","9180","OSMR","RGD:1302983","Osmr"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","FBgn0001108",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","FBgn0036882",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","MGI:107745","Dctn1"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","RGD:62038","Dctn1"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","S000000534",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","S000006095",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","WBGene00001017",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","ZDB-GENE-050419-28",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","1639","DCTN1","ZDB-GENE-070117-2205",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","4744","NEFH","MGI:97309","Nefh"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","4744","NEFH","RGD:3159","Nefh"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","4744","NEFH","WBGene00018024",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","5630","PRPH","MGI:97774","Prph"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","5630","PRPH","RGD:3414","Prph"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","5630","PRPH","ZDB-GENE-990415-207",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","FBgn0003462",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","FBgn0033631",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","FBgn0039386",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","MGI:98351","Sod1"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","RGD:3731","Sod1"
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","S000003865",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","WBGene00004930",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","WBGene00004933",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","WBGene00007036",""
"OMIM:105400","AMYOTROPHIC LATERAL SCLEROSIS 1","6647","SOD1","ZDB-GENE-990415-258",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","FBgn0265194",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","MGI:1929996","Trpm7"
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","RGD:620053","Trpm7"
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00000425",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00001651",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00001795",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00001796",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00008731",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","WBGene00020972",""
"OMIM:105500","AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1","54822","TRPM7","ZDB-GENE-021115-2",""
"OMIM:105550","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1","203228","C9orf72","MGI:1920455","C9orf72"
"OMIM:105550","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1","203228","C9orf72","RGD:1359108","RGD1359108"
"OMIM:105550","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1","203228","C9orf72","WBGene00017547",""
"OMIM:105550","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1","203228","C9orf72","ZDB-GENE-040801-47",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","FBgn0010412",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","FBgn0039129",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","MGI:1333780","Rps19"
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","RGD:11508771","LOC108348601"
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","RGD:2318347","LOC100362339"
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","RGD:41050173","LOC120095010"
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","RGD:68440","Rps19l2"
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","S000005246",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","S000005481",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","WBGene00004488",""
"OMIM:105650","DIAMOND-BLACKFAN ANEMIA 1","6223","RPS19","ZDB-GENE-040426-1716",""
"OMIM:105830","ANGELMAN SYNDROME","7337","UBE3A","FBgn0061469",""
"OMIM:105830","ANGELMAN SYNDROME","7337","UBE3A","MGI:105098","Ube3a"
"OMIM:105830","ANGELMAN SYNDROME","7337","UBE3A","RGD:1306361","Ube3a"
"OMIM:105830","ANGELMAN SYNDROME","7337","UBE3A","WBGene00021685",""
"OMIM:105830","ANGELMAN SYNDROME","7337","UBE3A","ZDB-GENE-041114-190",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0002930",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0024293",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0024294",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028983",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028984",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028986",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028987",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028988",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0028990",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0031973",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0032178",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0033112",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0033113",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0033115",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0033574",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0034195",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0038299",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0039795",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0044011",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0051902",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0053121",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0083141",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0263109",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","FBgn0265137",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","MGI:894696","Serping1"
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","RGD:735225","Serping1"
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005642",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005643",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005644",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005647",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005648",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00005649",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00008854",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","WBGene00009708",""
"OMIM:106100","ANGIOEDEMA, HEREDITARY, 1","710","SERPING1","ZDB-GENE-030131-1262",""
"OMIM:106190","ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS","3709","ITPR2","FBgn0010051",""
"OMIM:106190","ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS","3709","ITPR2","MGI:99418","Itpr2"
"OMIM:106190","ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS","3709","ITPR2","RGD:69649","Itpr2"
"OMIM:106190","ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS","3709","ITPR2","WBGene00002173",""
"OMIM:106190","ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS","3709","ITPR2","ZDB-GENE-050419-192",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","Dmel_CG11186",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","FBgn0005558",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","FBgn0005561",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","MGI:97490","Pax6"
"OMIM:106210","ANIRIDIA 1","5080","PAX6","RGD:3258","Pax6"
"OMIM:106210","ANIRIDIA 1","5080","PAX6","WBGene00001204",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","WBGene00003938",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","ZDB-GENE-001031-1",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","ZDB-GENE-041210-244",""
"OMIM:106210","ANIRIDIA 1","5080","PAX6","ZDB-GENE-990415-200",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","FBgn0040765",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","FBgn0261705",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","FBgn0263239",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","MGI:98968","Wt1"
"OMIM:106210","ANIRIDIA 1","7490","WT1","RGD:3974","Wt1"
"OMIM:106210","ANIRIDIA 1","7490","WT1","WBGene00003480",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","WBGene00009743",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","WBGene00009998",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","WBGene00018990",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","ZDB-GENE-050420-319",""
"OMIM:106210","ANIRIDIA 1","7490","WT1","ZDB-GENE-980526-558",""
"OMIM:106260","ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE","8626","TP63","FBgn0039044",""
"OMIM:106260","ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE","8626","TP63","MGI:1330810","Trp63"
"OMIM:106260","ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE","8626","TP63","RGD:620863","Tp63"
"OMIM:106260","ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE","8626","TP63","ZDB-GENE-030819-1",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276522","H2-M10.1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276524","H2-M10.3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276525","H2-M10.2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276526","H2-M10.5"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276527","H2-M10.4"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:1276570","H2-M9"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:2676637","H2-M11"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:2687364","H2-M10.6"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:3647514","Gm7030"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:3704134","Gm8909"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:3779381","Gm11127"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:892004",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95896","H2-D1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95904","H2-K1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95912","H2-L"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95913","H2-M1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95914","H2-M2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95915","H2-M3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95917","H2-M5"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95928","H2-Q1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95929","H2-Q10"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95931","H2-Q2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95933","H2-Q4"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95935","H2-Q6"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95936","H2-Q7"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95937","H2-Q8"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95942",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95956","H2-T22"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95957","H2-T23"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95958","H2-T24"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","MGI:95959","H2-T3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1359292","RT1-CE10"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1359499","RT1-T24-1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1562593","RT1-M4"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595786","RT1-CE7"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595815","RT1-M6-2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595816","RT1-M5"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595850","RT1-N2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595868","RT1-CE5"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595869","RT1-CE1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595923","RT1-A2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1595924","RT1-A1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1598231","RT1-CE3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1598232","RT1-M6-1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1598233","RT1-T24-4"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1598234","RT1-CE4"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1598370","RT1-N3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:1624211","RT1-T24-3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:3493","RT1-M2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:3494","RT1-M3-1"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:3512","RT1-EC2"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","RGD:735037","RT1-S3"
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-030916-1",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-040426-2149",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-050417-464",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-060825-152",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-070424-4",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-070705-176",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-130206-11",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-130206-5",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-130206-9",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-130814-1",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-140820-1",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-140820-11",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-140820-13",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-140820-3",""
"OMIM:106300","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1","3106","HLA-B","ZDB-GENE-140820-4",""
