"Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.name","Disease.primaryIdentifier","Disease.genes.organism.name","Disease.dataSets.name"
"2200","FBN1","ACROMICRIC DYSPLASIA","OMIM:102370","Homo sapiens","hpo-annotation"
"9095","TBX19","ACTH DEFICIENCY, ISOLATED","OMIM:201400","Homo sapiens","OMIM diseases"
"9095","TBX19","ACTH DEFICIENCY, ISOLATED","OMIM:201400","Homo sapiens","clinvar"
"9095","TBX19","ACTH DEFICIENCY, ISOLATED","OMIM:201400","Homo sapiens","hpo-annotation"
"2778","GNAS","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA","OMIM:219080","Homo sapiens","OMIM diseases"
"2778","GNAS","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA","OMIM:219080","Homo sapiens","hpo-annotation"
"79798","ARMC5","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2","OMIM:615954","Homo sapiens","OMIM diseases"
"79798","ARMC5","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2","OMIM:615954","Homo sapiens","clinvar"
"79798","ARMC5","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2","OMIM:615954","Homo sapiens","hpo-annotation"
"89","ACTN3","ACTN3 DEFICIENCY","OMIM:617749","Homo sapiens","OMIM diseases"
"4926","NUMA1","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","OMIM diseases"
"4926","NUMA1","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","clinvar"
"4926","NUMA1","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","hpo-annotation"
"5914","RARA","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","OMIM diseases"
"5914","RARA","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","clinvar"
"5914","RARA","ACUTE PROMYELOCYTIC LEUKEMIA","OMIM:612376","Homo sapiens","hpo-annotation"
"34","ACADM","ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF","OMIM:201450","Homo sapiens","OMIM diseases"
"34","ACADM","ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF","OMIM:201450","Homo sapiens","clinvar"
"34","ACADM","ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF","OMIM:201450","Homo sapiens","hpo-annotation"
"35","ACADS","ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF","OMIM:201470","Homo sapiens","OMIM diseases"
"35","ACADS","ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF","OMIM:201470","Homo sapiens","clinvar"
"35","ACADS","ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF","OMIM:201470","Homo sapiens","hpo-annotation"
"37","ACADVL","ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF","OMIM:201475","Homo sapiens","OMIM diseases"
"37","ACADVL","ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF","OMIM:201475","Homo sapiens","clinvar"
"37","ACADVL","ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF","OMIM:201475","Homo sapiens","hpo-annotation"
"57514","ARHGAP31","ADAMS-OLIVER SYNDROME 1","OMIM:100300","Homo sapiens","OMIM diseases"
"57514","ARHGAP31","ADAMS-OLIVER SYNDROME 1","OMIM:100300","Homo sapiens","clinvar"
"57514","ARHGAP31","ADAMS-OLIVER SYNDROME 1","OMIM:100300","Homo sapiens","hpo-annotation"
"57572","DOCK6","ADAMS-OLIVER SYNDROME 2","OMIM:614219","Homo sapiens","OMIM diseases"
"57572","DOCK6","ADAMS-OLIVER SYNDROME 2","OMIM:614219","Homo sapiens","clinvar"
"57572","DOCK6","ADAMS-OLIVER SYNDROME 2","OMIM:614219","Homo sapiens","hpo-annotation"
"3516","RBPJ","ADAMS-OLIVER SYNDROME 3","OMIM:614814","Homo sapiens","OMIM diseases"
"3516","RBPJ","ADAMS-OLIVER SYNDROME 3","OMIM:614814","Homo sapiens","clinvar"
"3516","RBPJ","ADAMS-OLIVER SYNDROME 3","OMIM:614814","Homo sapiens","hpo-annotation"
"285203","EOGT","ADAMS-OLIVER SYNDROME 4","OMIM:615297","Homo sapiens","OMIM diseases"
"285203","EOGT","ADAMS-OLIVER SYNDROME 4","OMIM:615297","Homo sapiens","clinvar"
"285203","EOGT","ADAMS-OLIVER SYNDROME 4","OMIM:615297","Homo sapiens","hpo-annotation"
"4851","NOTCH1","ADAMS-OLIVER SYNDROME 5","OMIM:616028","Homo sapiens","OMIM diseases"
"4851","NOTCH1","ADAMS-OLIVER SYNDROME 5","OMIM:616028","Homo sapiens","clinvar"
"4851","NOTCH1","ADAMS-OLIVER SYNDROME 5","OMIM:616028","Homo sapiens","hpo-annotation"
"54567","DLL4","ADAMS-OLIVER SYNDROME 6","OMIM:616589","Homo sapiens","OMIM diseases"
"54567","DLL4","ADAMS-OLIVER SYNDROME 6","OMIM:616589","Homo sapiens","clinvar"
"54567","DLL4","ADAMS-OLIVER SYNDROME 6","OMIM:616589","Homo sapiens","hpo-annotation"
"353","APRT","ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY","OMIM:614723","Homo sapiens","OMIM diseases"
"353","APRT","ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY","OMIM:614723","Homo sapiens","clinvar"
"353","APRT","ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY","OMIM:614723","Homo sapiens","hpo-annotation"
"5313","PKLR","ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES","OMIM:102900","Homo sapiens","OMIM diseases"
"5313","PKLR","ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES","OMIM:102900","Homo sapiens","clinvar"
"5313","PKLR","ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES","OMIM:102900","Homo sapiens","hpo-annotation"
"203","AK1","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","OMIM:612631","Homo sapiens","OMIM diseases"
"203","AK1","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","OMIM:612631","Homo sapiens","clinvar"
"203","AK1","ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","OMIM:612631","Homo sapiens","hpo-annotation"
"158","ADSL","ADENYLOSUCCINASE DEFICIENCY","OMIM:103050","Homo sapiens","OMIM diseases"
"158","ADSL","ADENYLOSUCCINASE DEFICIENCY","OMIM:103050","Homo sapiens","clinvar"
"158","ADSL","ADENYLOSUCCINASE DEFICIENCY","OMIM:103050","Homo sapiens","hpo-annotation"
"56916","SMARCAD1","ADERMATOGLYPHIA","OMIM:136000","Homo sapiens","OMIM diseases"
"56916","SMARCAD1","ADERMATOGLYPHIA","OMIM:136000","Homo sapiens","clinvar"
"56916","SMARCAD1","ADERMATOGLYPHIA","OMIM:136000","Homo sapiens","hpo-annotation"
"9370","ADIPOQ","ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1","OMIM:612556","Homo sapiens","OMIM diseases"
"9370","ADIPOQ","ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1","OMIM:612556","Homo sapiens","clinvar"
"1586","CYP17A1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY","OMIM:202110","Homo sapiens","OMIM diseases"
"1586","CYP17A1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY","OMIM:202110","Homo sapiens","clinvar"
"1586","CYP17A1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY","OMIM:202110","Homo sapiens","hpo-annotation"
"1589","CYP21A2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY","OMIM:201910","Homo sapiens","OMIM diseases"
"1589","CYP21A2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY","OMIM:201910","Homo sapiens","clinvar"
"1589","CYP21A2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY","OMIM:201910","Homo sapiens","hpo-annotation"
"3284","HSD3B2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY","OMIM:201810","Homo sapiens","OMIM diseases"
"3284","HSD3B2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY","OMIM:201810","Homo sapiens","clinvar"
"3284","HSD3B2","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY","OMIM:201810","Homo sapiens","hpo-annotation"
"1584","CYP11B1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY","OMIM:202010","Homo sapiens","OMIM diseases"
"1584","CYP11B1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY","OMIM:202010","Homo sapiens","clinvar"
"1584","CYP11B1","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY","OMIM:202010","Homo sapiens","hpo-annotation"
"190","NR0B1","ADRENAL HYPOPLASIA, CONGENITAL","OMIM:300200","Homo sapiens","OMIM diseases"
"190","NR0B1","ADRENAL HYPOPLASIA, CONGENITAL","OMIM:300200","Homo sapiens","clinvar"
"190","NR0B1","ADRENAL HYPOPLASIA, CONGENITAL","OMIM:300200","Homo sapiens","hpo-annotation"
"1583","CYP11A1","ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE","OMIM:613743","Homo sapiens","OMIM diseases"
"1583","CYP11A1","ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE","OMIM:613743","Homo sapiens","clinvar"
"1583","CYP11A1","ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE","OMIM:613743","Homo sapiens","hpo-annotation"
"7157","TP53","ADRENOCORTICAL CARCINOMA, HEREDITARY","OMIM:202300","Homo sapiens","OMIM diseases"
"7157","TP53","ADRENOCORTICAL CARCINOMA, HEREDITARY","OMIM:202300","Homo sapiens","hpo-annotation"
"215","ABCD1","ADRENOLEUKODYSTROPHY","OMIM:300100","Homo sapiens","OMIM diseases"
"215","ABCD1","ADRENOLEUKODYSTROPHY","OMIM:300100","Homo sapiens","clinvar"
"215","ABCD1","ADRENOLEUKODYSTROPHY","OMIM:300100","Homo sapiens","hpo-annotation"
"8626","TP63","ADULT SYNDROME","OMIM:103285","Homo sapiens","OMIM diseases"
"8626","TP63","ADULT SYNDROME","OMIM:103285","Homo sapiens","clinvar"
"8626","TP63","ADULT SYNDROME","OMIM:103285","Homo sapiens","hpo-annotation"
"8864","PER2","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1","OMIM:604348","Homo sapiens","OMIM diseases"
"8864","PER2","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1","OMIM:604348","Homo sapiens","clinvar"
"8864","PER2","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1","OMIM:604348","Homo sapiens","hpo-annotation"
"1453","CSNK1D","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2","OMIM:615224","Homo sapiens","OMIM diseases"
"1453","CSNK1D","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2","OMIM:615224","Homo sapiens","clinvar"
"1453","CSNK1D","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2","OMIM:615224","Homo sapiens","hpo-annotation"
"8863","PER3","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3","OMIM:616882","Homo sapiens","OMIM diseases"
"8863","PER3","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3","OMIM:616882","Homo sapiens","clinvar"
"8863","PER3","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3","OMIM:616882","Homo sapiens","hpo-annotation"
"2243","FGA","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","OMIM diseases"
"2243","FGA","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","clinvar"
"2243","FGA","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","hpo-annotation"
"2244","FGB","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","OMIM diseases"
"2244","FGB","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","clinvar"
"2244","FGB","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","hpo-annotation"
"2266","FGG","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","OMIM diseases"
"2266","FGG","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","clinvar"
"2266","FGG","AFIBRINOGENEMIA, CONGENITAL","OMIM:202400","Homo sapiens","hpo-annotation"
"28402","IGHV3-69-1","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","OMIM diseases"
"28402","IGHV3-69-1","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","clinvar"
"28402","IGHV3-69-1","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","hpo-annotation"
"3507","IGHM","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","OMIM diseases"
"3507","IGHM","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","clinvar"
"3507","IGHM","AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE","OMIM:601495","Homo sapiens","hpo-annotation"
"6688","SPI1","AGAMMAGLOBULINEMIA 10, AUTOSOMAL DOMINANT","OMIM:619707","Homo sapiens","OMIM diseases"
"6688","SPI1","AGAMMAGLOBULINEMIA 10, AUTOSOMAL DOMINANT","OMIM:619707","Homo sapiens","clinvar"
"3543","IGLL1","AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE","OMIM:613500","Homo sapiens","OMIM diseases"
"3543","IGLL1","AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE","OMIM:613500","Homo sapiens","clinvar"
"3543","IGLL1","AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE","OMIM:613500","Homo sapiens","hpo-annotation"
"973","CD79A","AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE","OMIM:613501","Homo sapiens","OMIM diseases"
"973","CD79A","AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE","OMIM:613501","Homo sapiens","clinvar"
"973","CD79A","AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE","OMIM:613501","Homo sapiens","hpo-annotation"
"29760","BLNK","AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE","OMIM:613502","Homo sapiens","OMIM diseases"
"29760","BLNK","AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE","OMIM:613502","Homo sapiens","clinvar"
"29760","BLNK","AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE","OMIM:613502","Homo sapiens","hpo-annotation"
"56262","LRRC8A","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT","OMIM:613506","Homo sapiens","OMIM diseases"
"56262","LRRC8A","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT","OMIM:613506","Homo sapiens","clinvar"
"56262","LRRC8A","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT","OMIM:613506","Homo sapiens","hpo-annotation"
"974","CD79B","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","OMIM:612692","Homo sapiens","OMIM diseases"
"974","CD79B","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","OMIM:612692","Homo sapiens","clinvar"
"974","CD79B","AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE","OMIM:612692","Homo sapiens","hpo-annotation"
"5295","PIK3R1","AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE","OMIM:615214","Homo sapiens","OMIM diseases"
"5295","PIK3R1","AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE","OMIM:615214","Homo sapiens","hpo-annotation"
"6929","TCF3","AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT","OMIM:616941","Homo sapiens","OMIM diseases"
"6929","TCF3","AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT","OMIM:616941","Homo sapiens","clinvar"
"6929","TCF3","AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT","OMIM:616941","Homo sapiens","hpo-annotation"
"7922","SLC39A7","AGAMMAGLOBULINEMIA 9, AUTOSOMAL RECESSIVE","OMIM:619693","Homo sapiens","OMIM diseases"
"7922","SLC39A7","AGAMMAGLOBULINEMIA 9, AUTOSOMAL RECESSIVE","OMIM:619693","Homo sapiens","clinvar"
"695","BTK","AGAMMAGLOBULINEMIA, X-LINKED","OMIM:300755","Homo sapiens","OMIM diseases"
"695","BTK","AGAMMAGLOBULINEMIA, X-LINKED","OMIM:300755","Homo sapiens","clinvar"
"695","BTK","AGAMMAGLOBULINEMIA, X-LINKED","OMIM:300755","Homo sapiens","hpo-annotation"
"1000","CDH2","AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME","OMIM:618929","Homo sapiens","OMIM diseases"
"1000","CDH2","AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME","OMIM:618929","Homo sapiens","clinvar"
"1000","CDH2","AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME","OMIM:618929","Homo sapiens","hpo-annotation"
"9990","SLC12A6","AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY","OMIM:218000","Homo sapiens","OMIM diseases"
"9990","SLC12A6","AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY","OMIM:218000","Homo sapiens","clinvar"
"9990","SLC12A6","AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY","OMIM:218000","Homo sapiens","hpo-annotation"
"5396","PRRX1","AGNATHIA-OTOCEPHALY COMPLEX","OMIM:202650","Homo sapiens","OMIM diseases"
"5396","PRRX1","AGNATHIA-OTOCEPHALY COMPLEX","OMIM:202650","Homo sapiens","clinvar"
"5396","PRRX1","AGNATHIA-OTOCEPHALY COMPLEX","OMIM:202650","Homo sapiens","hpo-annotation"
"471","ATIC","AICA-RIBOSURIA DUE TO ATIC DEFICIENCY","OMIM:608688","Homo sapiens","OMIM diseases"
"471","ATIC","AICA-RIBOSURIA DUE TO ATIC DEFICIENCY","OMIM:608688","Homo sapiens","clinvar"
"471","ATIC","AICA-RIBOSURIA DUE TO ATIC DEFICIENCY","OMIM:608688","Homo sapiens","hpo-annotation"
"11277","TREX1","AICARDI-GOUTIERES SYNDROME 1","OMIM:225750","Homo sapiens","OMIM diseases"
"11277","TREX1","AICARDI-GOUTIERES SYNDROME 1","OMIM:225750","Homo sapiens","clinvar"
"11277","TREX1","AICARDI-GOUTIERES SYNDROME 1","OMIM:225750","Homo sapiens","hpo-annotation"
"79621","RNASEH2B","AICARDI-GOUTIERES SYNDROME 2","OMIM:610181","Homo sapiens","OMIM diseases"
"79621","RNASEH2B","AICARDI-GOUTIERES SYNDROME 2","OMIM:610181","Homo sapiens","clinvar"
"79621","RNASEH2B","AICARDI-GOUTIERES SYNDROME 2","OMIM:610181","Homo sapiens","hpo-annotation"
"84153","RNASEH2C","AICARDI-GOUTIERES SYNDROME 3","OMIM:610329","Homo sapiens","OMIM diseases"
"84153","RNASEH2C","AICARDI-GOUTIERES SYNDROME 3","OMIM:610329","Homo sapiens","clinvar"
"84153","RNASEH2C","AICARDI-GOUTIERES SYNDROME 3","OMIM:610329","Homo sapiens","hpo-annotation"
"10535","RNASEH2A","AICARDI-GOUTIERES SYNDROME 4","OMIM:610333","Homo sapiens","OMIM diseases"
"10535","RNASEH2A","AICARDI-GOUTIERES SYNDROME 4","OMIM:610333","Homo sapiens","clinvar"
"10535","RNASEH2A","AICARDI-GOUTIERES SYNDROME 4","OMIM:610333","Homo sapiens","hpo-annotation"
"25939","SAMHD1","AICARDI-GOUTIERES SYNDROME 5","OMIM:612952","Homo sapiens","OMIM diseases"
"25939","SAMHD1","AICARDI-GOUTIERES SYNDROME 5","OMIM:612952","Homo sapiens","clinvar"
"25939","SAMHD1","AICARDI-GOUTIERES SYNDROME 5","OMIM:612952","Homo sapiens","hpo-annotation"
"103","ADAR","AICARDI-GOUTIERES SYNDROME 6","OMIM:615010","Homo sapiens","OMIM diseases"
"103","ADAR","AICARDI-GOUTIERES SYNDROME 6","OMIM:615010","Homo sapiens","clinvar"
"103","ADAR","AICARDI-GOUTIERES SYNDROME 6","OMIM:615010","Homo sapiens","hpo-annotation"
"64135","IFIH1","AICARDI-GOUTIERES SYNDROME 7","OMIM:615846","Homo sapiens","OMIM diseases"
"64135","IFIH1","AICARDI-GOUTIERES SYNDROME 7","OMIM:615846","Homo sapiens","clinvar"
"64135","IFIH1","AICARDI-GOUTIERES SYNDROME 7","OMIM:615846","Homo sapiens","hpo-annotation"
"134353","LSM11","AICARDI-GOUTIERES SYNDROME 8","OMIM:619486","Homo sapiens","OMIM diseases"
"134353","LSM11","AICARDI-GOUTIERES SYNDROME 8","OMIM:619486","Homo sapiens","clinvar"
"100147744","RNU7-1","AICARDI-GOUTIERES SYNDROME 9","OMIM:619487","Homo sapiens","OMIM diseases"
"100147744","RNU7-1","AICARDI-GOUTIERES SYNDROME 9","OMIM:619487","Homo sapiens","clinvar"
"8558","CDK10","AL KAISSI SYNDROME","OMIM:617694","Homo sapiens","OMIM diseases"
"8558","CDK10","AL KAISSI SYNDROME","OMIM:617694","Homo sapiens","clinvar"
"8558","CDK10","AL KAISSI SYNDROME","OMIM:617694","Homo sapiens","hpo-annotation"
"126792","B3GALT6","AL-GAZALI SYNDROME","OMIM:609465","Homo sapiens","OMIM diseases"
"126792","B3GALT6","AL-GAZALI SYNDROME","OMIM:609465","Homo sapiens","clinvar"
"374654","KIF7","AL-GAZALI-BAKALINOVA SYNDROME","OMIM:607131","Homo sapiens","OMIM diseases"
"374654","KIF7","AL-GAZALI-BAKALINOVA SYNDROME","OMIM:607131","Homo sapiens","clinvar"
"374654","KIF7","AL-GAZALI-BAKALINOVA SYNDROME","OMIM:607131","Homo sapiens","hpo-annotation"
"28960","DCPS","AL-RAQAD SYNDROME","OMIM:616459","Homo sapiens","OMIM diseases"
"28960","DCPS","AL-RAQAD SYNDROME","OMIM:616459","Homo sapiens","clinvar"
"28960","DCPS","AL-RAQAD SYNDROME","OMIM:616459","Homo sapiens","hpo-annotation"
"29926","GMPPA","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME","OMIM:615510","Homo sapiens","OMIM diseases"
"29926","GMPPA","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME","OMIM:615510","Homo sapiens","clinvar"
"29926","GMPPA","ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME","OMIM:615510","Homo sapiens","hpo-annotation"
"182","JAG1","ALAGILLE SYNDROME 1","OMIM:118450","Homo sapiens","OMIM diseases"
"182","JAG1","ALAGILLE SYNDROME 1","OMIM:118450","Homo sapiens","clinvar"
"182","JAG1","ALAGILLE SYNDROME 1","OMIM:118450","Homo sapiens","hpo-annotation"
"4853","NOTCH2","ALAGILLE SYNDROME 2","OMIM:610205","Homo sapiens","OMIM diseases"
"4853","NOTCH2","ALAGILLE SYNDROME 2","OMIM:610205","Homo sapiens","clinvar"
"4853","NOTCH2","ALAGILLE SYNDROME 2","OMIM:610205","Homo sapiens","hpo-annotation"
"778","CACNA1F","ALAND ISLAND EYE DISEASE","OMIM:300600","Homo sapiens","OMIM diseases"
"778","CACNA1F","ALAND ISLAND EYE DISEASE","OMIM:300600","Homo sapiens","clinvar"
"778","CACNA1F","ALAND ISLAND EYE DISEASE","OMIM:300600","Homo sapiens","hpo-annotation"
"51574","LARP7","ALAZAMI SYNDROME","OMIM:615071","Homo sapiens","OMIM diseases"
"51574","LARP7","ALAZAMI SYNDROME","OMIM:615071","Homo sapiens","clinvar"
"51574","LARP7","ALAZAMI SYNDROME","OMIM:615071","Homo sapiens","hpo-annotation"
"6878","TAF6","ALAZAMI-YUAN SYNDROME","OMIM:617126","Homo sapiens","OMIM diseases"
"6878","TAF6","ALAZAMI-YUAN SYNDROME","OMIM:617126","Homo sapiens","clinvar"
"6878","TAF6","ALAZAMI-YUAN SYNDROME","OMIM:617126","Homo sapiens","hpo-annotation"
"4935","GPR143","ALBINISM, OCULAR, TYPE I","OMIM:300500","Homo sapiens","OMIM diseases"
"4935","GPR143","ALBINISM, OCULAR, TYPE I","OMIM:300500","Homo sapiens","clinvar"
"4935","GPR143","ALBINISM, OCULAR, TYPE I","OMIM:300500","Homo sapiens","hpo-annotation"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IA","OMIM:203100","Homo sapiens","OMIM diseases"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IA","OMIM:203100","Homo sapiens","clinvar"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IA","OMIM:203100","Homo sapiens","hpo-annotation"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IB","OMIM:606952","Homo sapiens","OMIM diseases"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IB","OMIM:606952","Homo sapiens","clinvar"
"7299","TYR","ALBINISM, OCULOCUTANEOUS, TYPE IB","OMIM:606952","Homo sapiens","hpo-annotation"
"4157","MC1R","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","OMIM diseases"
"4157","MC1R","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","clinvar"
"4157","MC1R","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","hpo-annotation"
"4948","OCA2","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","OMIM diseases"
"4948","OCA2","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","clinvar"
"4948","OCA2","ALBINISM, OCULOCUTANEOUS, TYPE II","OMIM:203200","Homo sapiens","hpo-annotation"
"7306","TYRP1","ALBINISM, OCULOCUTANEOUS, TYPE III","OMIM:203290","Homo sapiens","OMIM diseases"
"7306","TYRP1","ALBINISM, OCULOCUTANEOUS, TYPE III","OMIM:203290","Homo sapiens","clinvar"
"7306","TYRP1","ALBINISM, OCULOCUTANEOUS, TYPE III","OMIM:203290","Homo sapiens","hpo-annotation"
"51151","SLC45A2","ALBINISM, OCULOCUTANEOUS, TYPE IV","OMIM:606574","Homo sapiens","OMIM diseases"
