NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
6738161	LOC6738161	protein argonaute-2	Drosophila simulans		PROTEIN_CODING	4	39683	NCBI Ortholog	3L	LOC6738161		NC_052522.2	15307175	15312545		plus	4	AGO2,AGO2-PB,AGO2-PC,AGO2-PD,AGO2-PE,GD14553,Dsim\AGO2,GD14553-PB,GD14553-PC,GD14553-PD,GD14553-PE	7240	
6727774	LOC6727774	homeobox protein abdominal-B	Drosophila simulans		PROTEIN_CODING	2	47763	NCBI Ortholog	3R	LOC6727774		NC_052523.2	9309527	9316059		plus	2	ABDB,Abd-B,DROABDB,GD20266,Abd-B-PB,Dsim\Abd-B,GD20266-PB	7240	
6729568	LOC6729568	protein bag-of-marbles	Drosophila simulans		PROTEIN_CODING	1	43038	NCBI Ortholog	3R	LOC6729568		NC_052523.2	21466935	21468983		minus	1	bam,bam-PA,GD18222,Dsim\bam,GD18222-PA	7240	
6730191	LOC6730191	andropin	Drosophila simulans		PROTEIN_CODING	1	43595	NCBI Ortholog	3R	LOC6730191		NC_052523.2	26328824	26329207		plus	1	And,Anp,Anp-PB,GD21507,Dsim\Anp,GD21507-PB	7240	
6726381	LOC6726381	protein bangles and beads	Drosophila simulans		PROTEIN_CODING	2	32872	NCBI Ortholog	X	LOC6726381		NC_052525.2	18261034	18264471		minus	1	bnb,bnb-PB,GD15614,Dsim\bnb,GD15614-PB	7240	
6728006	LOC6728006	heat shock 70 kDa protein cognate 4	Drosophila simulans		PROTEIN_CODING	1	41840	NCBI Ortholog	3R	LOC6728006		NC_052523.2	10981662	10985660		minus	1	hsc70,GD18998,Hsc70-4,GD18998-PA,Hsc70-4-PA	7240	
6728351	LOC6728351	acyl-CoA Delta-9 desaturase	Drosophila simulans		PROTEIN_CODING	2	41536	NCBI Ortholog	3R	LOC6728351		NC_052523.2	13695565	13697764		minus	2	ds2,desat2,GD18836,ds2-dsim,Desat2-PA,Desat2-PB,GD18836-PA,GD18836-PB	7240	
6729047	LOC6729047	probable ATP-dependent RNA helicase pitchoune	Drosophila simulans		PROTEIN_CODING	2	42595	NCBI Ortholog	3R	LOC6729047		NC_052523.2	18262583	18265285		plus	2	pit,pit-PB,GD20918,Dsim\pit,GD20918-PB	7240	
6730875	LOC6730875	protein timeless	Drosophila simulans		PROTEIN_CODING	1	33571	NCBI Ortholog	2L	LOC6730875		NC_052520.2	3487647	3498235		minus	1	tim,tim-PB,tim-PC,tim-PD,tim-PE,tim-PF,GD22753,Dsim\tim,GD22753-PB,GD22753-PC,GD22753-PD,GD22753-PE,GD22753-PF	7240	
6731950	LOC6731950	nuclear pore complex protein Nup160 homolog	Drosophila simulans		PROTEIN_CODING	1	34549	NCBI Ortholog	2L	LOC6731950		NC_052520.2	11022974	11028210		plus	1	Nup160,GD23764,Nup160-PB,GD23764-PB	7240	
6740171	LOC6740171	CAD protein	Drosophila simulans		PROTEIN_CODING	1	32640	NCBI Ortholog	X	LOC6740171		NC_052525.2	16094533	16108102		plus	1	rud,r-PB,Dsim\r,GD24842,Dsim\r-PB,GD24842-PB	7240	
6734328	LOC6734328	growth factor receptor-bound protein 2	Drosophila simulans		PROTEIN_CODING	3	36497	NCBI Ortholog	2R	LOC6734328		NC_052521.2	10782543	10789987		minus	3	drk,drk-PB,drk-PC,GD25755,Dsim\drk,E(sev)2B,GD25755-PB,GD25755-PC	7240	Q6YKA8
27206470	LOC27206470	major heat shock 70 kDa protein Ab-like	Drosophila simulans		PROTEIN_CODING	1			3R	LOC27206470		NC_052523.2	14171532	14173922		plus	1	hsp70,GD20560,hsp70Ba,GD20560-PB,Hsp70Ba-PB	7240	
64986537	KEG04_r02	l-rRNA	Drosophila simulans		rRNA				MT			NC_005781.1	12790	14113		minus			7240	
64986539	KEG04_r01	s-rRNA	Drosophila simulans		rRNA				MT			NC_005781.1	14187	14972		minus			7240	
6725463	LOC6725463	uncharacterized LOC6725463	Drosophila simulans		PROTEIN_CODING	7	31798	NCBI Ortholog	X	LOC6725463		NC_052525.2	8147386	8161533		plus	7	CG12065,GD16908,GD16908-PA,GD16908-PB,GD16908-PC,GD16908-PD,GD16908-PE,GD16908-PF,GD16908-PG	7240	
6728340	LOC6728340	major heat shock 70 kDa protein Ba	Drosophila simulans		PROTEIN_CODING	1			3R	LOC6728340		NC_052523.2	13661759	13663957		minus	1	hsp70,Hsp70A,GD18842,GD20621,Hsp70Aa,hsp70Bb,GD18842-PB,GD20621-PA,Hsp70Aa-PA,Hsp70Bb-PB	7240	
6736190	LOC6736190	larval serum protein 1 gamma chain	Drosophila simulans		PROTEIN_CODING	1	38015	NCBI Ortholog	3L	LOC6736190		NC_052522.2	81438	84051		plus	1	Lsp1,GD13544,Lsp1gamma,GD13544-PA	7240	
6740638	LOC6740638	DENN domain-containing protein Crag	Drosophila simulans		PROTEIN_CODING	2	31800	NCBI Ortholog	X	LOC6740638		NC_052525.2	8165211	8174563		plus	2	Crag,Crag-PB,Crag-PC,GD14079,Dsim\Crag,GD14079-PB,GD14079-PC	7240	
6730169	LOC6730169	60S ribosomal protein L32	Drosophila simulans		PROTEIN_CODING	2	43573	NCBI Ortholog	3R	LOC6730169		NC_052523.2	26165102	26166121		minus	2	rp49,RpL32,GD17388,M(3)99D,RpL32-PA,RpL32-PB,Dsim\RpL32,GD17388-PA,GD17388-PB	7240	P61128
6730177	LOC6730177	protein similar	Drosophila simulans		PROTEIN_CODING	3	43580	NCBI Ortholog	3R	LOC6730177		NC_052523.2	26177970	26240916		plus	3	sima,GD21504,sima-PA,sima-PB,sima-PC,sima-PD,DMU43090,Dsim\sima,GD21504-PA,GD21504-PB,GD21504-PC,GD21504-PD	7240	
6732060	LOC6732060	tRNA (cytosine(38)-C(5))-methyltransferase	Drosophila simulans		PROTEIN_CODING	1	34632	NCBI Ortholog	2L	LOC6732060		NC_052520.2	11972309	11973493		plus	1	Mt2,Dnmt2,Mt2-PA,GD23816,Dsim\Mt2,GD23816-PA	7240	
6734593	LOC6734593	angiogenic factor with G patch and FHA domains 1	Drosophila simulans		PROTEIN_CODING	4	36689	NCBI Ortholog	2R	LOC6734593		NC_052521.2	12464928	12470401		plus	4	HEX,HEX-3,Hex-C,GD11104,Hex-C-PA,Hex-C-PB,Hex-C-PC,Hex-C-PD,Dsim\Hex-C,GD11104-PA,GD11104-PB,GD11104-PC,GD11104-PD,hexokinase	7240	
6725468	LOC6725468	homeotic protein ocelliless	Drosophila simulans		PROTEIN_CODING	2	31802	NCBI Ortholog	X	LOC6725468		NC_052525.2	8204125	8221874		minus	2	oc,otd,oc-PB,oc-PC,oc-PD,Dsim\oc,GD16101,Dsim\oc-PB,Dsim\oc-PC,Dsim\oc-PD,GD16101-PB,GD16101-PC,GD16101-PD	7240	
6728529	LOC6728529	homeobox protein prospero	Drosophila simulans		PROTEIN_CODING	7	41363	NCBI Ortholog	3R	LOC6728529		NC_052523.2	14745776	14801235		minus	7	pros,PROS-1,PROS-2,GD18749,pros-PB,DROPROSA,prospero,Dsim\pros,GD18749-PB	7240	
6734810	LOC6734810	accessory gland protein Acp53Ea	Drosophila simulans		PROTEIN_CODING	1	36874	NCBI Ortholog	2R	LOC6734810		NC_052521.2	13991581	13992160		minus	1	Acp53Ea,GD25518,Acp53Ea-PA,GD25518-PA	7240	
6735202	LOC6735202	uncharacterized LOC6735202	Drosophila simulans		PROTEIN_CODING	1	37187	NCBI Ortholog	2R	LOC6735202		NC_052521.2	16172137	16173879		minus	1	Prod,GD25345,prod-PA,Dsim\prod,GD25345-PA	7240	
6726917	LOC6726917	uncharacterized LOC6726917	Drosophila simulans		PROTEIN_CODING	1	40746	NCBI Ortholog	3R	LOC6726917		NC_052523.2	2595002	2596454		plus	1	CG15582,GD19836,Obp83cd,GD19836-PB,Obp83cd-PB	7240	
6727192	LOC6727192	muscle-specific homeobox protein tinman	Drosophila simulans		PROTEIN_CODING	1	42536	NCBI Ortholog	3R	LOC6727192		NC_052523.2	4863986	4867161		minus	1	HOX,NK4,tin,tin-PA,GD19421,Dsim\tin,DROHOXHK4,DroHoxNK4,GD19421-PA	7240	
6728348	LOC6728348	acyl-CoA Delta-9 desaturase	Drosophila simulans		PROTEIN_CODING	4	117369	NCBI Ortholog	3R	LOC6728348		NC_052523.2	13685727	13693746		minus	4	fad,Desat1,GD18837,Dsim\Fad,Desat1-PA,Desat1-PB,Desat1-PC,Desat1-PD,GD18837-PA,GD18837-PB,GD18837-PC,GD18837-PD	7240	
6730203	LOC6730203	cecropin-B	Drosophila simulans		PROTEIN_CODING	1			3R	LOC6730203		NC_052523.2	26331902	26332402		minus	1	CecB,CecB-PA,GD17190,Dsim\CecB,GD17190-PA	7240	P67792
6738893	LOC6738893	zygotic gap protein knirps	Drosophila simulans		PROTEIN_CODING	2	40287	NCBI Ortholog	3L	LOC6738893		NC_052522.2	20343726	20346876		minus	2	kni,kni-PB,GD12172,Dsim\kni,GD12172-PB	7240	
6725241	LOC6725241	cell cycle negative regulator roughex	Drosophila simulans		PROTEIN_CODING	1	31535	NCBI Ortholog	X	LOC6725241		NC_052525.2	5666971	5668635		minus	1	rux,rux-PA,GD16220,roughex,Dsim\rux,GD16220-PA	7240	
6727296	LOC6727296	proteasome subunit alpha type-7-1A	Drosophila simulans		PROTEIN_CODING	1	42457	NCBI Ortholog	3R	LOC6727296		NC_052523.2	5506995	5508027		plus	1	GD20037,alpha4t1,Pros28.1A,GD20037-PA	7240	
6728310	LOC6728310	NADP-dependent malic enzyme	Drosophila simulans		PROTEIN_CODING	2	47173	NCBI Ortholog	3R	LOC6728310		NC_052523.2	13448164	13457589		plus	2	ME,Men,Men-PA,Men-PB,GD20544,Dsim\Men,GD20544-PA,GD20544-PB	7240	
6731627	LOC6731627	fat body protein 2	Drosophila simulans		PROTEIN_CODING	1	34259	NCBI Ortholog	2L	LOC6731627		NC_052520.2	9349870	9350861		plus	1	Fbp2,Fbp2-PA,GD23602,Dsim\Fbp2,GD23602-PA	7240	
6732214	LOC6732214	protein toll	Drosophila simulans		PROTEIN_CODING	1	34761	NCBI Ortholog	2L	LOC6732214		NC_052520.2	13279603	13284094		plus	1	GD23900,Tehao-PA,Tehao-PB,Dsim\Tehao,GD23900-PA,GD23900-PB	7240	
6737457	LOC6737457	laminin subunit gamma-1	Drosophila simulans		PROTEIN_CODING	1	39118	NCBI Ortholog	3L	LOC6737457		NC_052522.2	9415132	9424154		plus	1	LamB2,LanB2,LAMB2A,GD14197,LanB2-PB,DROLAMB2A,Dsim\LanB2,GD14197-PB	7240	
6737788	LOC6737788	esterase P	Drosophila simulans		PROTEIN_CODING	1	39393	NCBI Ortholog	3L	LOC6737788		NC_052522.2	11968424	11970194		plus	1	Est-P,yEst-6,GD14367,Est-P-PA,psiEst-6,Dsim\Est-P,GD14367-PA	7240	
6738604	LOC6738604	catalase	Drosophila simulans		PROTEIN_CODING	1	40048	NCBI Ortholog	3L	LOC6738604		NC_052522.2	18506070	18511637		plus	1	Cat,CATHPO,Cat-PA,GD14770,DMCATHPO,Dsim\Cat,GD14770-PA	7240	
6730204	LOC6730204	cecropin-C	Drosophila simulans		PROTEIN_CODING	1			3R	LOC6730204		NC_052523.2	26334973	26335478		plus	1	CecC,CecC-PA,GD21509,Dsim\CecC,GD21509-PA	7240	P84021
6730938	LOC6730938	uncharacterized LOC6730938	Drosophila simulans		PROTEIN_CODING	1	44382	NCBI Ortholog	2L	LOC6730938		NC_052520.2	4112032	4113268		plus	1	GD23269,Sr-CIII,GD23269-PB,Sr-CIII-PB	7240	
6730939	LOC6730939	uncharacterized LOC6730939	Drosophila simulans		PROTEIN_CODING	1	33621	NCBI Ortholog	2L	LOC6730939		NC_052520.2	4113381	4115851		plus	1	Sr-CI,GD23271,Sr-CI-PA,Dsim\Sr-CI,GD23271-PA	7240	
6732389	LOC6732389	suppressor of hairless protein	Drosophila simulans		PROTEIN_CODING	1	34881	NCBI Ortholog	2L	LOC6732389		NC_052520.2	14844611	14848521		plus	1	Su(H),GD23990,Su(H)-PA,Dsim\Su(H),GD23990-PA	7240	
6730150	LOC6730150	RNA-binding protein lark	Drosophila simulans		PROTEIN_CODING	1	43554	NCBI Ortholog	3R	LOC6730150		NC_052523.2	26113330	26115145		minus	1	ACPH,Acph-1,GD17498,Acph-1-PB,GD17498-PB	7240	
27206522	LOC27206522	chromobox protein homolog 3	Drosophila simulans		PROTEIN_CODING	1	33661	NCBI Ortholog	2L	LOC27206522		NC_052520.2	4565939	4566533		minus	1	HP6,HP6-PB,Umbrea,GD22699,Dsim\HP6,GD22699-PB	7240	
6727029	LOC6727029	sperm-specific protein Don juan	Drosophila simulans		PROTEIN_CODING	1	40838	NCBI Ortholog	3R	LOC6727029		NC_052523.2	3548837	3549922		plus	1	dj,dj-PA,Dsim\dj,GD19904,Dsim\dj-PA,GD19904-PA	7240	
6736523	LOC6736523	accessory gland protein Acp62F	Drosophila simulans		PROTEIN_CODING	1	38340	NCBI Ortholog	3L	LOC6736523		NC_052522.2	2719368	2719901		plus	1	Acp62,Acp62F,GD13705,Acp62F-PA,GD13705-PA	7240	
6736548	LOC6736548	protein lin-9	Drosophila simulans		PROTEIN_CODING	1	45960	NCBI Ortholog	3L	LOC6736548		NC_052522.2	2984053	2986054		minus	1	aly,aly-PA,GD13362,Dsim\aly,GD13362-PA	7240	
6729740	LOC6729740	hexokinase type 2	Drosophila simulans		PROTEIN_CODING	1	43191	NCBI Ortholog	3R	LOC6729740		NC_052523.2	22666397	22668102		plus	1	Hex-t2,GD21282,Hex-t2-PA,GD21282-PA	7240	
6730461	LOC6730461	protein croquemort	Drosophila simulans		PROTEIN_CODING	4	33219	NCBI Ortholog	2L	LOC6730461		NC_052520.2	500780	505067		minus	4	crq,Cd36,crq-PA,crq-PB,crq-PC,GD22957,Dsim\crq,GD22957-PA,GD22957-PB,GD22957-PC	7240	
6734874	LOC6734874	uncharacterized LOC6734874	Drosophila simulans		PROTEIN_CODING	1	36935	NCBI Ortholog	2R	LOC6734874		NC_052521.2	14375211	14376619		plus	1	Acp54A1,GD11252,Acp54A1-PA,GD11252-PA	7240	
6735353	LOC6735353	proliferating cell nuclear antigen	Drosophila simulans		PROTEIN_CODING	1	37290	NCBI Ortholog	2R	LOC6735353		NC_052521.2	17431542	17432663		minus	1	PCNA,mus209,GD25292,mus209-PA,GD25292-PA	7240	
6735354	LOC6735354	DNA replication inhibitor plutonium	Drosophila simulans		PROTEIN_CODING	1	44848	NCBI Ortholog	2R	LOC6735354		NC_052521.2	17432747	17433551		minus	1	plu,plu-PA,GD25291,Dsim\plu,plutonium,GD25291-PA	7240	
6728108	LOC6728108	pro-corazonin	Drosophila simulans		PROTEIN_CODING	1	41742	NCBI Ortholog	3R	LOC6728108		NC_052523.2	11903814	11904668		minus	1	Crz,DsCrz,Crz-PA,Ds-Crz,GD18955,Dsim\Crz,corazonin,GD18955-PA	7240	Q5W1L5
6729335	LOC6729335	heat shock protein 68	Drosophila simulans		PROTEIN_CODING	1	42852	NCBI Ortholog	3R	LOC6729335		NC_052523.2	20287937	20290176		minus	1	Hsp68,GD18326,Hsp68-PB,Dsim\Hsp68,GD18326-PB	7240	
6729399	LOC6729399	uncharacterized LOC6729399	Drosophila simulans		PROTEIN_CODING	1	42907	NCBI Ortholog	3R	LOC6729399		NC_052523.2	20591323	20592289		minus	1	CG5762,GD18296,GD18296-PA	7240	
6733589	LOC6733589	peptidoglycan-recognition protein SC1a	Drosophila simulans		PROTEIN_CODING	1			2R	LOC6733589		NC_052521.2	6089747	6090395		plus	1	GD10594,PGRP-SC1b,GD10594-PA	7240	
6726918	LOC6726918	uncharacterized LOC6726918	Drosophila simulans		PROTEIN_CODING	1	40747	NCBI Ortholog	3R	LOC6726918		NC_052523.2	2596391	2597722		minus	1	GD19560,Obp83ef,GD19560-PA,Obp83ef-PA	7240	
6734294	LOC6734294	uncharacterized LOC6734294	Drosophila simulans		PROTEIN_CODING	1	36471	NCBI Ortholog	2R	LOC6734294		NC_052521.2	10547105	10547923		plus	1	CG4716,GD10957,GD10957-PA	7240	
27206564	LOC27206564	probable nuclear transport factor 2	Drosophila simulans		PROTEIN_CODING	1	35101	NCBI Ortholog	2L	LOC27206564		NC_052520.2	18207214	18207892		plus	1	Ntf-2r,CG10174,Dntf-2r,GD24139,Ntf-2r-PB,GD24139-PB	7240	
6726560	LOC6726560	probable nuclear transport factor 2	Drosophila simulans		PROTEIN_CODING	2	33078	NCBI Ortholog	X	LOC6726560		NC_052525.2	20454644	20458159		plus	1	Ntf-2,Dntf-2,GD17509,Ntf-2-PC,Dsim\Ntf-2,GD17509-PC	7240	
6726910	LOC6726910	procathepsin L	Drosophila simulans		PROTEIN_CODING	1	40741	NCBI Ortholog	3R	LOC6726910		NC_052523.2	2511501	2513163		minus	1	CG11459,GD19566,GD19566-PA	7240	
6729155	LOC6729155	endoribonuclease Dcr-1	Drosophila simulans		PROTEIN_CODING	1	42693	NCBI Ortholog	3R	LOC6729155		NC_052523.2	18957354	18964483		minus	1	Dcr1,Dcr-1,CG4792,Dicer-1,GD18429,Dcr-1-PA,Dsim\Dcr-1,GD18429-PA	7240	
6731918	LOC6731918	protein piwi	Drosophila simulans		PROTEIN_CODING	1	34521	NCBI Ortholog	2L	LOC6731918		NC_052520.2	10880799	10886142		minus	1	piwi,GD22206,GD22206-PA	7240	
6734808	LOC6734808	accessory gland protein Acp53Ea	Drosophila simulans		PROTEIN_CODING	1	36872	NCBI Ortholog	2R	LOC6734808		NC_052521.2	13989799	13990355		minus	1	GD25520,Acp53C14a,GD25520-PA	7240	
6734809	LOC6734809	uncharacterized LOC6734809	Drosophila simulans		PROTEIN_CODING	1	36873	NCBI Ortholog	2R	LOC6734809		NC_052521.2	13990647	13991267		minus	1	GD25519,Acp53C14b,GD25519-PA	7240	
6734811	LOC6734811	uncharacterized LOC6734811	Drosophila simulans		PROTEIN_CODING	3	3346203	NCBI Ortholog	2R	LOC6734811		NC_052521.2	13992565	13993290		minus	3	GD25517,Acp53C14c,GD25517-PA,GD25517-PB	7240	
6736410	LOC6736410	hsp90 co-chaperone Cdc37	Drosophila simulans		PROTEIN_CODING	1	38232	NCBI Ortholog	3L	LOC6736410		NC_052522.2	1762779	1764595		plus	1	cdc37,CPDR-1,CPDR-2,DROCPDR,GD13647,Cdc37-PA,Dsim\Cdc37,GD13647-PA	7240	
6724747	LOC6724747	polycomb protein PHO	Drosophila simulans		PROTEIN_CODING	10	43819	NCBI Ortholog	4	LOC6724747		NC_052524.2	1079258	1083956		minus	10	pho-PB,pho-PC,pho-PD,pho-PE,GD24358,Dsim\pho,GD24358-PB,GD24358-PC,GD24358-PD,GD24358-PE	7240	
6730165	LOC6730165	serendipity locus protein beta	Drosophila simulans		PROTEIN_CODING	1	43570	NCBI Ortholog	3R	LOC6730165		NC_052523.2	26159607	26160932		plus	1	GD21495,srybeta,Sry-beta,GD21495-PA	7240	
6730168	LOC6730168	serendipity locus protein delta	Drosophila simulans		PROTEIN_CODING	1	43572	NCBI Ortholog	3R	LOC6730168		NC_052523.2	26163189	26164861		plus	1	GD21498,srydelta,Sry-delta,GD21498-PA	7240	
6732277	LOC6732277	acylphosphatase-1	Drosophila simulans		PROTEIN_CODING	1	34807	NCBI Ortholog	2L	LOC6732277		NC_052520.2	13733794	13734359		plus	1	Acyp,Acyp-PA,GD23938,Dsim\Acyp,GD23938-PA	7240	
6732519	LOC6732519	chitinase-like protein Idgf1	Drosophila simulans		PROTEIN_CODING	1	34978	NCBI Ortholog	2L	LOC6732519		NC_052520.2	16184746	16186298		plus	1	Idgf1,GD24056,IDGF1sim,Idgf1-PA,Dsim\Idgf1,GD24056-PA	7240	
6732521	LOC6732521	chitinase-like protein Idgf3	Drosophila simulans		PROTEIN_CODING	1	34981	NCBI Ortholog	2L	LOC6732521		NC_052520.2	16190760	16192735		plus	1	Idgf3,GD24058,IDGF3sim,Idgf3-PA,Dsim\Idgf3,GD24058-PA	7240	
6732758	LOC6732758	protein catecholamines up	Drosophila simulans		PROTEIN_CODING	1	48805	NCBI Ortholog	2L	LOC6732758		NC_052520.2	18792517	18794235		plus	1	catsup,GD24175,Catsup-PB,GD24175-PB	7240	
6732814	LOC6732814	DNA topoisomerase 2	Drosophila simulans		PROTEIN_CODING	1	35225	NCBI Ortholog	2L	LOC6732814		NC_052520.2	19177487	19183609		minus	1	Top2,GD21758,Top2-PB,Dsim\Top2,GD21758-PB	7240	
6733590	LOC6733590	peptidoglycan-recognition protein SC2	Drosophila simulans		PROTEIN_CODING	1	35862	NCBI Ortholog	2R	LOC6733590		NC_052521.2	6093370	6094019		plus	1	GD10595,PGRP-SC2,GD10595-PA	7240	Q70PU1
27206263	LOC27206263	ras-related protein Rap1	Drosophila simulans		PROTEIN_CODING	2	38244	NCBI Ortholog	3L	LOC27206263		NC_052522.2	1826364	1829152		minus	2	R-PB,ras3,Dsim\R,GD13432,Dsim\R-PB,GD13432-PB	7240	
6724728	LOC6724728	transcription factor SOX-5	Drosophila simulans		PROTEIN_CODING	5	43844	NCBI Ortholog	4	LOC6724728		NC_052524.2	734211	768812		minus	5	CG11153,GD24371,Sox102F,GD24371-PB,GD24371-PC,GD24371-PD,GD24371-PE,Sox102F-PB,Sox102F-PC,Sox102F-PD,Sox102F-PE	7240	
6724735	LOC6724735	plexin-A2	Drosophila simulans		PROTEIN_CODING	2	43832	NCBI Ortholog	4	LOC6724735		NC_052524.2	928947	943146		minus	2	plexA,GD24364,plexA-PB,Dsim\plexA,GD24364-PB	7240	
6728783	LOC6728783	ras-like protein 1	Drosophila simulans		PROTEIN_CODING	1	41140	NCBI Ortholog	3R	LOC6728783		NC_052523.2	16578913	16581509		plus	1	Ras1,Dras1,Ras85D,GD20791,Ras85D-PA,GD20791-PA	7240	P83831
6729631	LOC6729631	poly(U)-binding-splicing factor PUF60-B	Drosophila simulans		PROTEIN_CODING	7	43087	NCBI Ortholog	3R	LOC6729631		NC_052523.2	21743131	21831437		plus	7	msi,SIDNA,msi-PB,msi-PC,msi-PD,DMSIDNA,GD21224,musashi,Dsim\msi,GD21224-PB,GD21224-PC,GD21224-PD	7240	
6732609	LOC6732609	embryonic polarity protein dorsal	Drosophila simulans		PROTEIN_CODING	4	35047	NCBI Ortholog	2L	LOC6732609		NC_052520.2	17197886	17211529		minus	4	dl,dl-PA,dl-PB,dl-PC,dl-PD,dl-PE,dl-PF,Dsim\dl,GD21870,Dsim\dl-PA,Dsim\dl-PB,Dsim\dl-PC,Dsim\dl-PD,Dsim\dl-PE,Dsim\dl-PF,GD21870-PA,GD21870-PB,GD21870-PC,GD21870-PD,GD21870-PE,GD21870-PF	7240	
6736636	LOC6736636	drosomycin	Drosophila simulans		PROTEIN_CODING	1	38419	NCBI Ortholog	3L	LOC6736636		NC_052522.2	3321200	3321597		plus	1	Drs,Dros,Drs-PA,GD13760,Dsim\Drs,GD13760-PA	7240	
6725442	LOC6725442	bleomycin hydrolase	Drosophila simulans		PROTEIN_CODING	2	31776	NCBI Ortholog	X	LOC6725442		NC_052525.2	8009405	8013177		plus	2	CG1440,GD16898,GD16898-PB,GD16898-PC,GD16898-PD	7240	
6729707	LOC6729707	enhancer of split m7 protein	Drosophila simulans		PROTEIN_CODING	1	43160	NCBI Ortholog	3R	LOC6729707		NC_052523.2	22257347	22258368		plus	1	HLHm7,CG8361,GD21263,HLHm7-PA,Dsim\HLHm7,GD21263-PA	7240	
6729708	LOC6729708	enhancer of split m8 protein	Drosophila simulans		PROTEIN_CODING	1	43161	NCBI Ortholog	3R	LOC6729708		NC_052523.2	22260447	22261281		plus	1	HLHm8,CG8365,E(spl),GD21264,E(spl)-PA,GD21264-PA	7240	
6730899	LOC6730899	hemolymph trypsin inhibitor B	Drosophila simulans		PROTEIN_CODING	1	318936	NCBI Ortholog	2L	LOC6730899		NC_052520.2	3684507	3684959		minus	1	Acp24A4,GD22736,Acp24A4-PB,GD22736-PB	7240	
6731928	LOC6731928	accessory gland protein Acp32CD	Drosophila simulans		PROTEIN_CODING	2	34531	NCBI Ortholog	2L	LOC6731928		NC_052520.2	10914209	10915169		plus	2	Acp32,Acp32CD,GD23752,Acp32CD-PA,Acp32CD-PB,GD23752-PA,GD23752-PB	7240	
6732885	LOC6732885	uncharacterized LOC6732885	Drosophila simulans		PROTEIN_CODING	1	44038	NCBI Ortholog	2L	LOC6732885		NC_052520.2	19665231	19666162		minus	1	Hf,Os9,Hf-PA,CG10658,Dsim\Hf,GD21724,Dsim\Os9,Dsim\\Os9,Dsim\Hf-PA,GD21724-PA	7240	
6724795	LOC6724795	caspase-8	Drosophila simulans		PROTEIN_CODING	2	31011	NCBI Ortholog	X	LOC6724795		NC_052525.2	487609	489822		minus	2	Dredd,GD16467,Dredd-PB,Dredd-PC,Dsim\Dredd,GD16467-PB,GD16467-PC	7240	
6725065	LOC6725065	augmin complex subunit dgt4	Drosophila simulans		PROTEIN_CODING	1	31361	NCBI Ortholog	X	LOC6725065		NC_052525.2	3795192	3796039		plus	1	GD16671,EG0007.10,GD16671-PA	7240	
6725456	LOC6725456	chorion protein S36	Drosophila simulans		PROTEIN_CODING	1	31787	NCBI Ortholog	X	LOC6725456		NC_052525.2	8050854	8051965		plus	1	cp36,GD16904,GD16904-PA	7240	
6729739	LOC6729739	hexokinase type 1	Drosophila simulans		PROTEIN_CODING	1	117364	NCBI Ortholog	3R	LOC6729739		NC_052523.2	22664807	22666552		plus	1	Hex-t1,GD21281,Hex-t1-PB,GD21281-PB	7240	
6729781	LOC6729781	protein toll	Drosophila simulans		PROTEIN_CODING	1	43222	NCBI Ortholog	3R	LOC6729781		NC_052523.2	22997810	23041065		plus	1	Tl,toll,Tl-PA,Dsim\Tl,GD21307,Dsim\Tl-PA,GD21307-PA	7240	
27206612	LOC27206612	serine protease inhibitor 42Dd	Drosophila simulans		PROTEIN_CODING	1	36931	NCBI Ortholog	2R	LOC27206612		NC_052521.2	14363243	14364508		minus	1	CG10956,GD25493,CG10956-P,GD25493-PB	7240	
6725683	LOC6725683	peptidoglycan-recognition protein SA	Drosophila simulans		PROTEIN_CODING	1	32099	NCBI Ortholog	X	LOC6725683		NC_052525.2	11090221	11091117		plus	1	GD17030,PGRP-SA,GD17030-PA,PGRP-SA-PA	7240	
6730881	LOC6730881	MAM and LDL-receptor class A domain-containing protein 1	Drosophila simulans		PROTEIN_CODING	2	33576	NCBI Ortholog	2L	LOC6730881		NC_052520.2	3516206	3518448		minus	2	CG3212,Sr-CIV,GD22748,Sr-CIV-PB,GD22748-PB	7240	
6731230	LOC6731230	cytochrome c oxidase subunit 5B, mitochondrial	Drosophila simulans		PROTEIN_CODING	1	33918	NCBI Ortholog	2L	LOC6731230		NC_052520.2	6529372	6530731		plus	1	GD23418,GD23418-PA	7240	
6735355	LOC6735355	40S ribosomal protein S18	Drosophila simulans		PROTEIN_CODING	1	37292	NCBI Ortholog	2R	LOC6735355		NC_052521.2	17433719	17434658		plus	1	RpS18,GD11500,RpS18-PA,Dsim\RpS18,GD11500-PA	7240	
6736581	LOC6736581	uncharacterized LOC6736581	Drosophila simulans		PROTEIN_CODING	1	38383	NCBI Ortholog	3L	LOC6736581		NC_052522.2	3121029	3122134		minus	1	GD13352,GD13352-PA	7240	
6737167	LOC6737167	peptidoglycan-recognition protein SD	Drosophila simulans		PROTEIN_CODING	1	38858	NCBI Ortholog	3L	LOC6737167		NC_052522.2	7525602	7526326		plus	1	GD14029,PGRP-SD,GD14029-PA,PGRP-SD-PA	7240	
