NCBI GeneID,Protein Accession,Protein_length
32536,NP_001096989.1,410
32536,NP_001096990.1,440
32536,NP_001096991.1,440
32536,NP_001096992.1,440
32536,NP_001162761.1,435
32536,NP_001162762.1,435
32536,NP_001245696.1,410
32536,NP_001245697.1,440
32536,NP_001245698.1,370
32536,NP_001245699.1,435
32536,NP_001245700.1,370
32536,NP_001245701.1,410
32536,NP_001245702.1,410
32536,NP_001259581.1,625
32536,NP_001259582.1,440
32536,NP_001259583.1,440
32536,NP_001285299.1,375
32536,NP_001303566.1,410
32536,NP_001368984.1,747
32536,NP_511169.1,440
32536,NP_727900.1,370
32536,NP_996450.1,370
37230,NP_001097377.2,1833
37230,NP_001163203.1,495
37230,NP_001163204.1,495
37230,NP_001163205.1,1156
37230,NP_001163206.1,1156
37230,NP_001188977.2,739
37230,NP_001246420.1,716
37230,NP_001246421.1,739
37230,NP_001286612.1,716
37230,NP_001369098.1,675
37230,NP_476877.1,1156
37230,NP_725886.2,718
37230,NP_725887.2,718
37230,NP_725888.2,718
37230,NP_725889.1,668
37230,NP_725890.1,495
39075,NP_001287000.1,208
39075,NP_523997.1,208
39564,NP_001014583.1,1052
39564,NP_729956.1,1052
39744,NP_001261906.1,1658
39744,NP_001261907.1,1642
39744,NP_536745.4,1634
39744,NP_536746.1,1638
39744,NP_730088.1,1634
39744,NP_730089.1,1638
40090,NP_001097643.1,694
40090,NP_001137971.1,694
40090,NP_001262036.1,694
40090,NP_001262037.1,806
40090,NP_001262038.1,694
40090,NP_001401042.1,826
40090,NP_524155.1,694
40090,NP_730389.1,694
40162,NP_524168.2,413
49228,NP_001097856.1,488
49228,NP_001097857.1,506
49228,NP_001097858.1,540
49228,NP_001247228.1,510
49228,NP_001247229.1,479
49228,NP_524936.2,536
49228,NP_732619.1,475
49228,NP_732620.1,485
49228,NP_732621.1,520
49228,NP_732622.1,497
49228,NP_732623.2,499
49228,NP_732624.1,514
49228,NP_732625.1,498
49228,NP_732626.1,541
49228,NP_732627.1,473
49228,NP_732628.1,539
49228,NP_732629.1,476
49228,NP_732630.1,510
49228,NP_732631.1,503
49228,NP_732632.1,603
49228,NP_732633.1,534
49228,NP_732634.1,506
49228,NP_732635.1,545
49228,NP_732636.1,580
49228,NP_788698.1,610
49228,NP_788699.1,526
49228,NP_788700.1,500
49228,NP_788701.1,490
49228,NP_788702.1,505
49228,NP_788703.1,567
49228,NP_788704.1,486
31792,NP_001162704.1,1239
31792,NP_001162705.1,1302
31792,NP_001162706.1,1239
31792,NP_001245581.1,1309
31792,NP_001259336.1,1239
31792,NP_001259337.1,1302
31792,NP_511090.1,1239
31792,NP_727274.1,1302
31792,NP_996380.1,1239
33824,NP_001260111.1,350
33824,NP_001260112.1,360
33824,NP_001260113.1,353
33824,NP_476565.1,360
33824,NP_476566.1,353
33824,NP_476567.1,350
34411,NP_476797.1,297
36390,NP_523719.1,1027
36390,NP_725203.1,1027
36390,NP_725204.1,1027
38131,NP_001261243.1,1068
38131,NP_001261244.1,1069
38131,NP_612082.1,836
39833,NP_524107.2,444
44339,NP_001286572.1,273
44339,NP_573394.1,273
31607,NP_001027049.1,721
31607,NP_001027050.1,721
31607,NP_001027051.1,721
31607,NP_001027052.1,721
31607,NP_001027053.1,721
31607,NP_001027054.1,721
31607,NP_001284952.1,721
31607,NP_572340.2,721
31607,NP_727110.1,721
31883,NP_001096919.1,705
31883,NP_511099.2,826
36057,NP_001260844.1,372
36057,NP_476586.1,289
36057,NP_724882.1,289
41483,NP_524357.2,635
42249,NP_477004.5,721
42249,NP_996239.2,714
42752,NP_001163699.1,617
42752,NP_001262870.1,915
42752,NP_524460.2,915
42752,NP_732848.1,913
42752,NP_732849.2,913
42752,NP_732850.1,559
42752,NP_732851.2,559
36491,NP_001014523.1,1090
36491,NP_001033944.1,1130
36491,NP_001163141.1,480
36491,NP_001246291.1,500
36491,NP_001246292.1,520
36491,NP_001246293.1,1378
36491,NP_001246294.1,1120
36491,NP_001246295.1,1120
36491,NP_001246296.1,462
36491,NP_477084.1,1148
36491,NP_725297.1,1120
36491,NP_725298.1,1320
36544,NP_001246314.1,984
36544,NP_523734.1,950
36544,NP_725341.1,984
36544,NP_725342.1,984
36636,NP_523745.1,221
36878,NP_001286503.1,217
36878,NP_476925.1,217
38196,NP_001246547.1,135
38196,NP_001261269.1,206
38196,NP_001261270.1,125
38196,NP_477058.1,183
38196,NP_728644.1,183
38196,NP_728645.1,192
38196,NP_728646.2,135
38196,NP_995956.1,192
64880,NP_001188772.1,968
64880,NP_001260316.1,968
64880,NP_723540.1,968
32498,NP_001259576.1,1038
32498,NP_001259578.1,1038
32498,NP_476736.1,1038
35045,NP_001162998.1,987
35045,NP_001162999.1,667
35045,NP_523589.2,667
35045,NP_724050.1,667
40459,NP_001262206.1,244
40459,NP_001262207.1,244
40459,NP_001287144.1,249
40459,NP_524213.1,223
40459,NP_730713.1,249
40459,NP_730714.2,228
40817,NP_001246953.1,213
40817,NP_476613.1,629
40828,NP_476793.1,353
41612,NP_001262527.1,675
41612,NP_001262528.1,672
41612,NP_524340.2,688
41612,NP_731771.3,664
43596,NP_524588.1,63
34669,NP_001097153.1,961
34669,NP_001285876.1,601
34669,NP_476659.1,601
36431,NP_001286368.1,1601
36431,NP_001286369.1,1601
36431,NP_523725.2,1601
39078,NP_001287001.1,213
39078,NP_524000.1,213
40232,NP_001014592.1,576
40232,NP_524179.2,576
42841,NP_001247276.1,207
42841,NP_001247277.1,207
42841,NP_524472.1,207
42940,NP_001014651.1,1175
42940,NP_001014652.1,1164
42940,NP_001014653.1,1164
42940,NP_001014654.1,1200
42940,NP_001014655.1,1197
42940,NP_001014656.1,1187
42940,NP_001014657.1,1164
42940,NP_001014658.1,1180
42940,NP_001014659.1,1213
42940,NP_001014660.1,1175
42940,NP_001014661.2,1210
42940,NP_001014662.1,1175
42940,NP_001014663.1,1175
42940,NP_001014664.1,1175
42940,NP_001163712.1,1210
42940,NP_001262924.1,1217
42940,NP_001262925.1,1191
42940,NP_001262926.1,1135
42940,NP_001262927.1,1159
42940,NP_001262928.1,1152
42940,NP_524486.2,1175
42940,NP_733029.1,1183
42940,NP_996289.1,1183
43514,NP_524551.2,339
35800,NP_476923.1,435
37417,NP_001286665.1,2512
37417,NP_476773.1,2515
41094,NP_001247002.1,925
41094,NP_001262403.1,1533
41094,NP_001262404.1,921
41094,NP_524285.2,1533
41094,NP_731314.1,1533
41094,NP_731315.1,1533
41094,NP_731316.2,1185
41094,NP_788604.1,935
41848,NP_524359.2,1096
41848,NP_731998.1,1096
41885,NP_524367.1,376
42379,NP_001262751.1,805
42379,NP_477291.1,829
42379,NP_477292.1,799
33218,NP_001259823.1,1427
33218,NP_476840.2,1427
34629,NP_523556.1,590
34629,NP_723721.1,613
35662,NP_476733.1,416
36125,NP_001163113.1,3574
36125,NP_001188903.1,3579
36125,NP_001246257.1,3574
36125,NP_001246258.1,3578
36125,NP_001260871.1,3648
36125,NP_001286291.1,3603
36125,NP_724962.3,3579
36619,NP_476763.1,136
36619,NP_476764.1,264
36619,NP_476765.1,226
36619,NP_476766.1,179
36619,NP_599107.1,226
36619,NP_995834.1,264
36619,NP_995835.1,264
37290,NP_476905.1,260
37290,NP_995904.1,260
3772082,NP_001027577.2,755
3772082,NP_001027578.1,546
3772082,NP_001027579.1,595
3772082,NP_001027580.1,722
3772082,NP_001287591.1,646
37724,NP_001286769.1,675
37724,NP_523824.1,675
40549,NP_524221.1,297
31429,NP_001033831.1,1028
31429,NP_001162673.1,1351
31429,NP_525077.2,975
31429,NP_726971.1,1351
31429,NP_726972.1,1222
31665,NP_511069.3,704
36495,NP_523730.2,225
38565,NP_647918.2,521
39962,NP_001014590.1,883
39962,NP_001246816.1,844
39962,NP_730286.3,868
39962,NP_730287.1,829
39962,NP_730288.1,883
2768992,NP_996037.2,108
32158,NP_001014732.1,1850
32158,NP_001014733.1,1850
32158,NP_001014734.1,1849
32158,NP_001014735.1,1849
32158,NP_001245636.1,1926
32158,NP_001245637.1,1783
32158,NP_001245638.1,1954
32158,NP_001245639.1,1851
32158,NP_001259477.1,1869
32158,NP_001356943.1,1852
32158,NP_001356944.1,1865
32158,NP_001356945.1,2110
32158,NP_511133.2,1848
32158,NP_996416.1,1851
32158,NP_996417.1,1851
32158,NP_996418.1,1848
32158,NP_996419.1,1848
32158,NP_996420.1,1848
32608,NP_523369.2,2517
35070,NP_001027277.1,3101
35070,NP_001027278.1,3100
35070,NP_001027279.1,3099
35070,NP_001027280.1,3100
35070,NP_724068.1,3095
35070,NP_724069.1,3096
35070,NP_724070.1,3096
35070,NP_724071.1,3097
35070,NP_724072.1,3095
35070,NP_724073.1,3096
35070,NP_724074.1,3096
35070,NP_724075.1,3097
38580,NP_001261427.1,4651
38580,NP_001261428.1,4647
38580,NP_001261429.1,4652
38580,NP_001261430.1,4648
38580,NP_001261431.1,4660
38580,NP_001261432.1,4661
38580,NP_523929.2,4639
38580,NP_729034.2,4638
41491,NP_001262499.1,554
41491,NP_001369011.1,826
41491,NP_524325.1,543
41491,NP_731681.1,746
41491,NP_731682.1,281
42445,NP_524418.2,1059
42445,NP_732533.1,1077
42445,NP_732534.1,1077
42445,NP_732535.1,1059
31379,NP_001162662.1,972
31379,NP_001162663.1,972
31379,NP_001245527.1,974
31379,NP_001245528.1,970
31379,NP_001259238.1,1023
31379,NP_001284861.1,971
31379,NP_525070.2,972
32661,NP_001162777.1,1396
32661,NP_001162778.1,1396
32661,NP_523378.2,1396
32661,NP_728021.2,1371
33392,NP_001259908.1,732
33392,NP_001259909.1,732
33392,NP_001259910.1,732
33392,NP_523455.2,732
33392,NP_722766.1,732
35121,NP_001286054.1,1039
35121,NP_476896.1,1039
36555,NP_001286401.1,1594
36555,NP_525115.1,1594
36555,NP_725354.1,1594
36555,NP_995831.1,433
38456,NP_001261383.1,763
38456,NP_523909.2,763
38456,NP_728908.1,763
38456,NP_995994.1,763
39494,NP_524057.2,55
39999,NP_001246821.1,1412
39999,NP_001246822.1,1412
39999,NP_001303380.1,991
39999,NP_524133.2,1355
39999,NP_730321.1,1412
39999,NP_730322.1,1199
39999,NP_730323.1,906
42059,NP_001014629.1,568
42059,NP_001369021.1,665
42059,NP_477260.1,568
42059,NP_732196.1,568
32855,NP_477499.1,805
33583,NP_722922.1,392
33788,NP_523484.2,907
36054,NP_724878.2,415
36054,NP_995791.1,409
37476,NP_523805.1,353
43673,NP_001263132.1,440
43673,NP_001356928.1,440
43673,NP_524602.1,440
43673,NP_733414.1,440
43673,NP_733415.1,440
44817,NP_001014464.1,934
44817,NP_001162858.1,894
44817,NP_001334731.1,742
44817,NP_001356892.1,568
44817,NP_001356896.1,568
44817,NP_001356955.1,471
44817,NP_477487.1,1088
44817,NP_477489.1,894
44817,NP_477490.1,934
44817,NP_599146.1,894
44817,NP_995626.1,1088
44817,NP_995628.1,1088
44817,NP_995629.1,894
45821,NP_001097623.1,1638
45821,NP_001261959.1,1705
45821,NP_001261960.1,1607
45821,NP_001261961.1,1589
45821,NP_001261962.1,1723
45821,NP_001261963.1,1522
45821,NP_001261964.1,1504
45821,NP_001261965.1,1666
45821,NP_001287085.1,1620
45821,NP_524843.2,1620
32428,NP_001036275.1,1270
32428,NP_001188591.1,530
32428,NP_001188592.1,1268
32428,NP_001259556.1,528
32428,NP_001259557.1,537
32428,NP_001259558.1,1254
32428,NP_511158.2,1174
32567,NP_001259592.1,376
32567,NP_001259593.1,376
32567,NP_523360.1,376
32567,NP_727923.1,376
32974,NP_001285456.1,502
32974,NP_523411.1,524
32974,NP_728287.1,502
32976,NP_523412.1,1282
36003,NP_476895.1,1124
36003,NP_724822.1,1124
36003,NP_724823.2,1124
37778,NP_001286786.1,455
37778,NP_477340.1,455
38657,NP_001014565.2,618
38657,NP_523942.2,623
39151,NP_648360.2,120
39454,NP_001163433.1,855
39454,NP_648601.1,835
42521,NP_524431.2,879
44889,NP_001096865.1,1359
44889,NP_524794.2,1537
41944,NP_001027190.1,746
41944,NP_001247128.1,731
41944,NP_001262618.1,746
41944,NP_001262619.1,469
41944,NP_001369017.1,781
41944,NP_732098.1,1249
41944,NP_732100.2,1264
32752,NP_573238.1,351
32752,NP_728094.1,351
3346149,NP_001097014.1,401
35430,NP_523615.2,954
37205,NP_001286607.1,1600
37205,NP_001286608.1,1696
37205,NP_523791.2,1698
37205,NP_725864.1,703
37205,NP_725865.1,889
37205,NP_725866.1,699
43650,NP_476850.1,1054
43650,NP_733401.3,1206
43650,NP_733402.1,747
43828,NP_001014696.1,516
43828,NP_001162831.1,490
43828,NP_001162832.1,530
43828,NP_001162833.1,531
43828,NP_001259082.1,482
43828,NP_001259083.1,522
43828,NP_001259084.1,504
43828,NP_524635.3,490
43828,NP_726633.2,490
43828,NP_726634.1,509
43828,NP_726635.2,530
43828,NP_726636.2,509
30985,NP_476694.1,486
33501,NP_476804.1,475
37201,NP_001014536.1,684
37201,NP_001014537.1,687
37201,NP_001137709.1,980
37201,NP_001286602.1,664
37201,NP_725857.1,684
37201,NP_725858.1,684
37201,NP_725859.2,834
40314,NP_524191.1,412
41772,NP_001262574.1,516
41772,NP_001262575.1,520
41772,NP_731926.1,516
42160,NP_524394.2,729
42160,NP_732286.1,729
42160,NP_732287.1,729
42693,NP_524453.1,2249
43146,NP_542440.1,896
33834,NP_001245905.1,126
33834,NP_001245906.1,126
33834,NP_477016.1,126
33834,NP_599131.1,126
33834,NP_723136.1,126
33834,NP_995635.1,126
35246,NP_001014491.1,599
35246,NP_476700.1,599
37068,NP_001036555.1,733
37068,NP_001036556.1,709
37068,NP_001036557.1,715
37068,NP_476575.1,691
39392,NP_001261749.1,544
39392,NP_788500.1,544
40045,NP_001246824.1,803
40045,NP_001303366.1,853
40045,NP_524143.2,1027
40045,NP_730359.1,803
40201,NP_001262089.1,1844
40201,NP_524177.1,1847
41726,NP_001163607.1,481
41726,NP_001247092.1,511
41726,NP_001262563.1,560
41726,NP_001303454.1,535
41726,NP_477007.2,496
42854,NP_001189276.1,296
42854,NP_001303545.1,291
42854,NP_524475.1,291
42862,NP_477415.1,1100
43725,NP_524610.1,771
43725,NP_733438.1,697
43725,NP_733439.2,771
43916,NP_001285335.1,1381
43916,NP_001285336.1,1374
43916,NP_001285337.1,1381
43916,NP_536796.2,1390
32718,NP_001036284.1,1918
32718,NP_001188658.1,1790
32718,NP_001188659.1,1544
32718,NP_001188660.1,1761
32718,NP_523384.3,1436
32718,NP_728070.1,608
32718,NP_788918.1,1436
32718,NP_788919.1,1509
32718,NP_788920.2,413
33245,NP_001285551.1,3556
33245,NP_523446.2,3556
34277,NP_001260292.1,504
34277,NP_477108.1,504
43383,NP_001163762.1,510
43383,NP_001263038.1,692
43383,NP_001287574.1,510
43383,NP_001303461.1,518
43383,NP_524542.1,510
43690,NP_001263134.1,1308
43690,NP_001263135.1,1312
43690,NP_001263136.1,1305
43690,NP_001263137.1,1338
43690,NP_524605.1,1315
43856,NP_001188575.1,3282
43856,NP_001188576.1,3276
43856,NP_001259387.1,3266
43856,NP_524642.2,3276
31003,NP_001036253.1,577
31003,NP_476786.2,723
33427,NP_001245848.1,632
33427,NP_608681.2,632
34595,NP_477431.1,425
40517,NP_001287154.1,372
40517,NP_524219.1,917
31939,NP_001285071.1,439
31939,NP_511103.1,439
32999,NP_523416.2,180
39063,NP_001163396.1,500
39063,NP_001163397.1,329
39063,NP_001163398.1,345
39063,NP_001246693.1,520
39063,NP_001303367.1,501
39063,NP_001350859.1,340
39063,NP_001350860.1,330
39063,NP_648298.1,520
39063,NP_729468.2,500
39063,NP_996030.1,511
44849,NP_001262620.1,537
44849,NP_001262621.1,488
44849,NP_476685.1,540
44849,NP_732102.1,488
30983,NP_476623.1,257
36001,NP_476948.1,245
37038,NP_001246401.1,698
37038,NP_001286551.1,1063
37038,NP_476842.2,1063
37038,NP_476843.2,1032
37038,NP_476844.2,1302
37038,NP_476845.2,1333
37038,NP_725723.2,784
37038,NP_725725.1,729
37355,NP_477024.1,859
38091,NP_523876.2,199
38779,NP_523951.1,512
39130,NP_524009.2,462
41836,NP_001163617.1,429
41836,NP_524354.1,430
42504,NP_001262801.1,510
42504,NP_001262802.1,597
42504,NP_524430.1,510
42743,NP_001247256.1,533
42743,NP_001247257.1,533
42743,NP_001247258.1,1133
42743,NP_001247259.1,1383
42743,NP_001247260.1,1383
42743,NP_001247261.1,1133
42743,NP_001247262.1,1133
42743,NP_001262864.1,1430
42743,NP_001262865.1,711
42743,NP_732833.1,1383
42743,NP_732834.1,805
42743,NP_732835.1,533
42743,NP_732836.1,533
42743,NP_732837.1,533
42743,NP_732838.2,1046
42743,NP_732839.1,533
2768852,NP_001014539.1,357
2768852,NP_001014540.2,832
2768852,NP_001014542.1,833
2768852,NP_001163208.1,1141
2768852,NP_001163209.1,1046
2768852,NP_001163210.1,827
2768852,NP_001163211.1,1058
2768852,NP_995893.1,993
2768852,NP_995894.2,1170
2768852,NP_995899.2,951
2768852,NP_995900.1,938
31518,NP_511051.1,827
33281,NP_523450.1,597
33281,NP_722674.1,597
34127,NP_001162909.1,1474
34127,NP_001162910.1,1528
34127,NP_001162911.1,1577
34127,NP_001188720.1,1500
34127,NP_001188721.1,1509
34127,NP_001260234.1,1568
34127,NP_001260235.1,1499
34127,NP_523509.2,1509
34127,NP_723365.1,1509
34127,NP_787997.2,1468
34127,NP_995647.2,1499
34127,NP_995648.1,1503
34127,NP_995649.1,1509
34790,NP_476597.2,1596
35197,NP_001188842.2,1061
35197,NP_001286083.1,1037
35197,NP_476945.1,1037
35197,NP_599129.1,1037
35197,NP_995726.1,1037
35340,NP_001246112.1,130
35340,NP_001246113.1,1098
35340,NP_001260640.1,1091
35340,NP_476981.1,1091
35340,NP_724285.1,1091
35731,NP_001246193.1,582
35731,NP_523652.2,570
35731,NP_724606.1,535
36497,NP_476858.1,211
36497,NP_725302.1,211
36497,NP_725303.1,211
36497,NP_725304.1,211
36497,NP_725306.1,211
36849,NP_001261026.1,644
36849,NP_523763.2,631
37238,NP_523795.2,447
37238,NP_725896.1,456
39013,NP_001246685.1,626
39013,NP_523983.1,626
42356,NP_001138083.1,760
42356,NP_001287411.1,760
42356,NP_732452.1,770
117332,NP_730950.2,182
117332,NP_730951.2,182
31027,NP_525036.2,845
32805,NP_001356882.1,406
33607,NP_476730.1,322
35051,NP_001246057.1,750
35051,NP_001260530.1,782
35051,NP_001260531.1,802
35051,NP_724056.1,782
36411,NP_476710.2,799
36411,NP_725230.2,799
36708,NP_523752.1,52
37888,NP_001286835.1,453
37888,NP_523842.2,454
37949,NP_001188999.1,542
37949,NP_001189000.1,541
37949,NP_001189001.1,541
37949,NP_001189002.1,554
37949,NP_001189003.1,528
37949,NP_001189004.1,512
37949,NP_001189005.1,528
37949,NP_001246499.1,512
37949,NP_523852.3,541
37949,NP_726473.2,584
39077,NP_001246694.1,186
39077,NP_523999.1,186
39505,NP_648642.1,608
39505,NP_729891.1,604
43283,NP_001263008.1,501
43283,NP_476971.1,501
45318,NP_001097317.1,689
45318,NP_001260980.1,524
45318,NP_524813.2,557
45318,NP_610990.2,556
45318,NP_725419.2,575
31789,NP_001259332.1,811
31789,NP_001259333.1,811
31789,NP_511089.2,853
31789,NP_727271.1,811
31789,NP_996379.1,853
35223,NP_001260578.1,596
35223,NP_001260579.1,588
35223,NP_476712.1,596
35584,NP_001260734.1,291
35584,NP_610233.1,291
35584,NP_724495.2,297
35584,NP_724496.1,291
35584,NP_724497.1,291
35584,NP_995752.1,290
42210,NP_001262708.1,679
42210,NP_476854.1,604
42210,NP_732330.1,557
45343,NP_724534.1,963
45343,NP_724535.1,1029
45343,NP_724538.1,1299
31011,NP_001284751.1,440
31011,NP_477249.3,494
31011,NP_477250.3,284
31011,NP_477251.3,488
36914,NP_725637.1,1440
36914,NP_725638.1,531
40260,NP_001137988.1,508
40260,NP_001262110.1,527
40260,NP_001262111.1,541
40260,NP_524184.1,541
40260,NP_730535.1,527
41124,NP_524290.2,446
31872,NP_001285044.1,393
31872,NP_511098.1,396
31938,NP_001285070.1,442
31938,NP_511102.3,442
3354994,NP_001015241.3,765
3354994,NP_001104479.1,733
3354994,NP_001104480.2,733
34993,NP_001260508.1,398
34993,NP_477011.1,512
34993,NP_723985.1,512
34993,NP_723986.1,512
34993,NP_723987.2,398
35199,NP_001260565.1,457
35199,NP_476922.1,457
35526,NP_523625.1,376
36542,NP_001137657.1,5375
36542,NP_001137658.1,5368
36542,NP_001137659.1,5370
36542,NP_001137660.1,5486
36542,NP_001137661.1,5479
36542,NP_001163147.1,5155
36542,NP_001163148.1,5388
36542,NP_001163149.1,5499
36542,NP_001163150.1,5458
36542,NP_001246307.1,5434
36542,NP_001246308.1,5463
36542,NP_001246309.1,5394
36542,NP_001246310.1,5408
36542,NP_001246311.1,4100
36542,NP_001246312.1,5462
36542,NP_001246313.1,5434
36542,NP_523733.2,5501
36542,NP_725335.1,5385
36542,NP_725336.1,5390
36542,NP_725337.1,5201
36542,NP_725338.1,5160
36542,NP_725339.1,8805
37729,NP_476974.1,323
40664,NP_001287180.1,2828
40664,NP_730941.1,2837
40664,NP_730942.1,2828
43565,NP_001138126.1,699
43565,NP_001163773.1,110
43565,NP_001263097.1,693
43565,NP_001263098.1,739
43565,NP_733336.1,745
43565,NP_733337.1,745
43565,NP_733338.1,739
43819,NP_524630.1,520
43819,NP_726651.1,520
45525,NP_001261626.1,259
45525,NP_001261627.1,259
45525,NP_524829.1,259
45525,NP_729480.1,248
45525,NP_729481.1,259
45525,NP_729482.1,259
45525,NP_729483.1,259
45525,NP_729484.1,259
45525,NP_729485.1,259
32817,NP_001097016.2,281
32817,NP_001097017.1,327
32817,NP_001097018.1,281
32817,NP_001245740.1,296
32817,NP_001259677.1,327
32817,NP_001259678.1,281
32817,NP_001334685.1,331
32817,NP_001368947.1,196
32817,NP_996504.1,285
32817,NP_996506.2,327
3355150,NP_001036627.2,867
3355150,NP_001036628.2,867
3355150,NP_001036629.2,867
3355150,NP_001163498.1,866
34708,NP_477351.1,823
35653,NP_001260765.1,1201
35653,NP_477092.1,1201
37890,NP_001137751.1,355
37890,NP_001286837.1,449
37890,NP_726438.1,449
38723,NP_476617.1,3712
39536,NP_524061.1,1265
39596,NP_524071.2,765
39596,NP_996075.2,764
39659,NP_001285498.1,258
39659,NP_524080.1,678
39873,NP_001189121.1,846
39873,NP_476798.1,846
39873,NP_730196.1,846
44642,NP_001263046.1,2417
44642,NP_001303423.1,1597
44642,NP_477152.1,2417
31391,NP_001014722.1,1894
31391,NP_476674.3,1894
31718,NP_001284996.1,670
31718,NP_788884.1,670
35922,NP_001260819.1,608
35922,NP_477177.1,581
36047,NP_523672.1,92
36384,NP_725191.1,353
36384,NP_725192.2,396
36384,NP_725193.1,353
36384,NP_725194.1,353
36384,NP_725195.1,353
36384,NP_725196.1,353
36384,NP_725197.2,353
36635,NP_001246324.1,64
36635,NP_523744.1,64
3772576,NP_001027114.1,174
3772576,NP_001027115.1,174
38495,NP_523918.1,79
38831,NP_001261517.1,192
38831,NP_648121.1,192
41247,NP_731457.2,537
41247,NP_731458.2,597
41247,NP_731459.2,1041
41247,NP_788628.2,981
41697,NP_731868.1,494
44548,NP_001027400.1,665
44548,NP_524766.2,891
44548,NP_724945.1,518
44548,NP_724946.1,787
44548,NP_724949.2,787
44548,NP_724950.1,748
44548,NP_724951.1,748
44548,NP_724952.2,565
44548,NP_724953.2,706
44548,NP_788308.3,970
44548,NP_788309.2,668
44548,NP_788310.2,757
44548,NP_788311.2,963
44548,NP_788312.2,891
44548,NP_788313.1,970
44548,NP_788314.1,575
44548,NP_788315.1,575
44548,NP_788316.2,546
44548,NP_788318.1,608
44548,NP_788319.1,603
44548,NP_788320.1,465
44548,NP_995804.1,577
44548,NP_995805.1,602
44548,NP_995806.1,771
44548,NP_995807.1,549
31290,NP_001284835.1,764
31290,NP_525058.2,764
32979,NP_001285458.1,635
32979,NP_523413.1,635
36030,NP_523669.2,347
41602,NP_001014617.1,476
41602,NP_001262520.1,383
41602,NP_001262521.1,473
41602,NP_001262522.1,481
41602,NP_001262523.1,379
