Dsim,E_value,Score,query cover,identity,Dmel
XM_002077864.3,0.0,2601.0,99,95.319,NM_134846.3
XM_002077865.4,0.0,2385.0,96,95.467,NM_134847.3
XM_002077867.4,0.0,1365.0,91,97.967,NM_001273016.1
XM_002077868.4,0.0,4549.0,99,96.975,NM_001273017.1
XM_002077871.4,0.0,1640.0,98,93.156,NM_134852.3
XM_002077874.4,0.0,1439.0,83,90.943,NM_134853.2
XM_002077876.4,0.0,1011.0,99,90.298,NM_134854.3
XM_002077877.4,0.0,1958.0,94,95.373,NM_078734.4
XM_002077878.4,0.0,1175.0,95,94.598,NM_001273021.1
XM_002077879.4,0.0,1685.0,98,93.269,NM_134855.2
XM_002077886.4,0.0,4108.0,99,94.118,NM_080360.5
XM_002077887.4,0.0,2165.0,99,93.819,NM_134860.3
XM_002077888.4,0.0,2499.0,98,92.67,NM_134861.2
XM_002077891.4,0.0,981.0,77,99.263,NM_001273031.2
XM_002077897.4,0.0,1568.0,96,95.701,NM_001273034.1
XM_002077898.4,0.0,808.0,96,92.67,NM_058070.6
XM_002077899.4,0.0,1083.0,98,96.084,NM_058115.5
XM_002077900.4,0.0,1663.0,98,97.531,NM_057873.5
XM_002077901.4,0.0,891.0,87,94.349,NM_134867.4
XM_002077902.4,0.0,1164.0,64,92.716,NM_134868.2
XM_002077905.4,0.0,2933.0,99,95.531,NM_134869.3
XM_002077908.4,0.0,3160.0,88,96.126,NM_134872.2
XM_002077909.3,0.0,1901.0,86,95.47,NM_134873.3
XM_002077910.3,0.0,1598.0,74,93.504,NM_134874.4
XM_002077912.4,0.0,2811.0,95,94.696,NM_134876.3
XM_002077913.4,0.0,1443.0,97,91.053,NM_134877.3
XM_002077914.4,0.0,1478.0,95,91.405,NM_134878.3
XM_002077915.4,0.0,1807.0,90,91.616,NM_134879.2
XM_002077920.4,0.0,1476.0,77,93.826,NM_134883.2
XM_002077922.4,0.0,1382.0,99,95.703,NM_078739.3
XM_002077923.4,0.0,885.0,90,93.603,NM_001273042.1
XM_002077928.4,0.0,1646.0,93,95.302,NM_058019.4
XM_002077929.4,0.0,2865.0,96,95.115,NM_057456.4
XM_002077932.4,0.0,1194.0,97,95.007,NM_001298643.1
XM_002077937.4,0.0,2573.0,99,95.159,NM_164522.3
XM_002077942.4,0.0,1393.0,84,95.528,NM_134901.2
XM_002077943.4,0.0,2302.0,99,96.04,NM_001273055.1
XM_002077944.4,0.0,758.0,99,88.676,NM_001273056.1
XM_002077951.4,0.0,1910.0,98,92.986,NM_080208.3
XM_002077955.4,0.0,1024.0,93,93.137,NM_134905.3
XM_002077956.4,0.0,778.0,100,95.842,NM_001273062.1
XM_002077959.4,0.0,3013.0,98,95.273,NM_078741.4
XM_002077960.4,0.0,3663.0,99,95.719,NM_001258923.2
XM_002077961.4,0.0,1317.0,95,89.044,NM_134910.3
XM_002077963.4,0.0,780.0,97,94.643,NM_001298647.1
XM_002077964.4,6.269999999999999e-170,595.0,97,92.91,NM_001298648.1
XM_002077968.4,0.0,656.0,94,83.201,NM_164530.2
XM_002077972.4,0.0,2700.0,97,96.292,NM_134917.3
XM_002077976.4,0.0,2436.0,99,94.239,NM_205898.3
XM_002077977.4,0.0,2457.0,98,95.192,NM_001103597.2
XM_002077981.3,0.0,1190.0,99,88.8,NM_134925.3
XM_002077985.3,0.0,1253.0,99,93.24,NM_001273068.1
XM_002077986.3,0.0,2180.0,98,94.903,NM_078742.3
XM_002077987.3,0.0,787.0,93,90.438,NM_001103603.1
XM_002077989.4,0.0,804.0,98,90.143,NM_134930.3
XM_002077993.3,0.0,1694.0,95,95.097,NM_001103604.2
XM_002077995.4,0.0,4824.0,99,96.846,NM_134936.3
XM_002077996.4,0.0,2519.0,99,96.757,NM_134937.3
XM_002077998.4,0.0,3439.0,90,94.198,NM_001298658.1
XM_002077999.4,0.0,2761.0,98,92.21,NM_164538.5
XM_002078000.4,0.0,4130.0,98,96.175,NM_164539.2
XM_002078001.4,0.0,1254.0,94,97.297,NM_057947.4
XM_002078007.3,0.0,3908.0,97,96.349,NM_134943.3
XM_002078016.4,0.0,4444.0,99,97.434,NM_057534.4
XM_002078018.4,0.0,3587.0,99,96.606,NM_164546.2
XM_002078020.4,0.0,2820.0,100,95.235,NM_001298662.1
XM_002078021.4,0.0,809.0,89,94.184,NM_134950.4
XM_002078025.4,1.16e-131,468.0,97,91.691,NM_001298664.1
XM_002078026.4,9.01e-179,625.0,89,93.602,NM_134954.2
XM_002078028.4,3.31e-142,503.0,89,94.737,NM_134955.3
XM_002078029.4,9.65e-158,555.0,92,94.915,NM_001298665.1
XM_002078031.4,0.0,859.0,90,94.336,NM_134958.4
XM_002078033.4,0.0,1395.0,92,94.408,NM_164549.2
XM_002078034.3,0.0,658.0,96,97.65,NM_164550.2
XM_002078036.4,0.0,998.0,90,89.038,NM_001298669.1
XM_002078038.4,0.0,994.0,99,86.178,NM_144380.2
XM_002078047.4,0.0,4916.0,64,97.01,NM_164561.3
XM_002078048.4,0.0,3927.0,99,95.99,NM_134965.3
XM_002078057.4,0.0,3967.0,98,95.53,NM_164568.2
XM_002078061.4,0.0,972.0,92,92.23,NM_134970.2
XM_002078062.4,0.0,846.0,95,94.224,NM_134971.3
XM_002078063.4,0.0,649.0,81,93.111,NM_134972.3
XM_002078066.4,0.0,3066.0,95,92.661,NM_001298670.1
XM_002078067.4,0.0,791.0,94,94.05,NM_134973.2
XM_002078070.4,0.0,1223.0,97,94.578,NM_134976.2
XM_002078071.4,0.0,2206.0,63,94.207,NM_001298671.1
XM_002078076.2,0.0,1279.0,96,95.609,NM_134979.3
XM_002078079.4,0.0,4867.0,99,96.351,NM_134981.3
XM_002078082.4,0.0,4735.0,99,95.96,NM_134983.3
XM_002078083.4,0.0,1386.0,94,95.512,NM_134984.4
XM_002078084.4,0.0,7773.0,99,95.694,NM_164582.3
XM_002078086.4,0.0,1003.0,92,96.839,NM_134986.3
XM_002078091.4,0.0,2843.0,99,96.988,NM_134989.3
XM_002078092.4,0.0,3066.0,98,96.457,NM_134990.3
XM_002078093.4,0.0,5448.0,99,96.164,NM_134992.3
XM_002078094.4,0.0,1917.0,95,96.472,NM_134993.2
XM_002078095.3,0.0,701.0,91,94.13,NM_144084.3
XM_002078098.4,0.0,833.0,93,95.914,NM_001273099.1
XM_002078099.4,0.0,2972.0,95,95.919,NM_001298674.1
XM_002078100.4,0.0,1868.0,98,94.146,NM_001273100.1
XM_002078110.4,0.0,1469.0,95,88.292,NM_135005.2
XM_002078111.4,0.0,1960.0,99,92.909,NM_078748.3
XM_002078112.4,0.0,1988.0,99,96.731,NM_135006.3
XM_002078115.4,0.0,664.0,99,93.541,NM_135008.4
XM_002078119.3,0.0,4318.0,99,96.102,NM_175961.3
XM_002078121.4,0.0,2163.0,89,95.127,NM_135013.4
XM_002078123.4,0.0,2065.0,98,92.962,NM_135015.2
XM_002078126.4,0.0,2165.0,27,95.518,NM_001273119.1
XM_002078132.4,0.0,1557.0,94,97.18,NM_078749.4
XM_002078137.4,0.0,1936.0,88,95.402,NM_135028.3
XM_002078143.4,0.0,1973.0,94,95.33,NM_135036.3
XM_002078144.4,0.0,1428.0,97,97.823,NM_135037.2
XM_002078145.4,0.0,1410.0,98,95.372,NM_001298679.1
XM_002078146.4,0.0,1496.0,97,97.917,NM_001038784.2
XM_002078147.4,0.0,3843.0,99,95.438,NM_135039.2
XM_002078149.4,0.0,2037.0,96,97.881,NM_078754.4
XM_002078150.4,0.0,1452.0,100,96.485,NM_135040.4
XM_002078151.4,0.0,1836.0,99,97.232,NM_135041.3
XM_002078152.4,0.0,1596.0,98,93.169,NM_164605.3
XM_002078153.4,0.0,2979.0,96,94.362,NM_135042.3
XM_002078154.4,0.0,1801.0,99,95.71,NM_001273134.1
XM_002078155.3,0.0,2604.0,99,96.797,NM_135044.4
XM_002078156.4,0.0,1977.0,96,97.258,NM_135045.3
XM_002078157.4,0.0,1151.0,99,96.423,NM_135046.5
XM_002078166.4,5.34e-171,599.0,96,91.216,NM_135059.3
XM_002078167.4,0.0,1304.0,100,97.036,NM_001273153.1
XM_002078170.4,0.0,2403.0,91,96.253,NM_001273156.2
XM_002078172.4,0.0,931.0,98,97.436,NM_001298684.1
XM_002078179.4,0.0,2905.0,100,96.33,NM_001298686.1
XM_002078181.3,0.0,1149.0,100,98.321,NM_001298690.1
XM_002078185.4,0.0,2470.0,99,94.612,NM_135074.3
XM_002078187.4,0.0,6224.0,99,94.236,NM_001298693.1
XM_002078188.4,0.0,5648.0,99,96.528,NM_001298695.1
XM_002078191.4,0.0,702.0,85,92.0,NM_078758.3
XM_002078194.4,0.0,3013.0,98,93.307,NM_135080.3
XM_002078200.3,0.0,3687.0,97,97.674,NM_135083.4
XM_002078202.3,0.0,1977.0,99,96.569,NM_001273168.2
XM_002078203.4,0.0,1496.0,98,97.072,NM_135085.3
XM_002078205.4,0.0,3659.0,99,97.226,NM_135087.3
XM_002078208.4,0.0,1411.0,96,95.089,NM_164644.3
XM_002078215.4,0.0,4990.0,100,96.791,NM_078760.3
XM_002078216.4,0.0,4693.0,84,95.388,NM_078761.3
XM_002078218.4,0.0,1845.0,98,94.098,NM_001298701.1
XM_002078219.4,0.0,2643.0,98,93.817,NM_135101.1
XM_002078221.4,0.0,2431.0,98,94.399,NM_001298702.1
XM_002078225.3,0.0,2490.0,99,97.529,NM_135106.4
XM_002078226.4,0.0,1454.0,40,94.31,NM_001103620.3
XM_002078227.4,0.0,1301.0,24,93.131,NM_001038789.3
XM_002078236.4,0.0,1633.0,95,96.196,NM_164659.3
XM_002078238.3,0.0,1328.0,99,94.554,NM_164662.1
XM_002078239.3,0.0,1807.0,95,92.362,NM_135115.4
XM_002078242.4,3.21e-179,627.0,86,89.494,NM_001298711.1
XM_002078246.4,3.7e-148,523.0,85,88.235,NM_001298716.1
XM_002078247.4,7.570000000000001e-160,562.0,85,90.315,NM_134272.1
XM_002078249.4,0.0,1615.0,97,90.356,NM_001298718.1
XM_002078253.4,0.0,3644.0,99,97.474,NM_001273183.2
XM_002078255.4,0.0,1363.0,81,92.237,NM_135128.3
XM_002078256.4,2.51e-153,540.0,92,96.073,NM_144294.2
XM_002078257.4,0.0,1075.0,97,97.314,NM_001298719.1
XM_002078258.4,0.0,828.0,80,91.374,NM_135129.2
XM_002078259.4,0.0,1157.0,98,99.068,NM_001273186.1
XM_002078260.4,0.0,1845.0,99,93.202,NM_135130.3
XM_002078262.4,0.0,1829.0,95,94.617,NM_135132.3
XM_002078263.4,0.0,1834.0,97,96.812,NM_135133.3
XM_002078266.4,0.0,3025.0,99,97.992,NM_057246.5
XM_002078269.4,0.0,4309.0,95,95.559,NM_001103623.4
XM_002078272.4,0.0,5685.0,99,96.21,NM_135135.3
XM_002078273.4,0.0,2678.0,93,95.808,NM_078764.3
XM_002078274.4,0.0,1415.0,79,97.356,NM_135136.2
XM_002078275.4,0.0,1537.0,95,96.649,NM_164673.3
XM_002078278.4,0.0,1273.0,93,95.056,NM_135139.3
XM_002078279.4,0.0,4743.0,95,95.815,NM_164674.2
XM_002078286.4,0.0,848.0,86,95.489,NM_135144.3
XM_002078287.4,0.0,3365.0,99,95.744,NM_135145.2
XM_002078289.4,0.0,1413.0,91,95.977,NM_135147.3
XM_002078290.4,0.0,970.0,98,96.134,NM_135148.3
XM_002078291.4,0.0,1279.0,99,95.944,NM_001298733.1
XM_002078296.4,0.0,3469.0,98,96.872,NM_135151.4
XM_002078300.4,0.0,1122.0,84,96.34,"NM_135154.3, NM_001201775.2"
XM_002078301.4,0.0,2141.0,98,96.739,NM_135155.2
XM_002078309.4,0.0,2481.0,98,92.365,NM_080269.3
XM_002078310.4,0.0,1164.0,89,91.943,NM_001298738.1
XM_002078311.4,0.0,1371.0,96,94.869,NM_135162.2
XM_002078314.4,0.0,1016.0,94,94.801,NM_135166.2
XM_002078321.4,0.0,2309.0,99,94.068,NM_135171.3
XM_002078322.4,0.0,2704.0,84,95.064,NM_135172.2
XM_002078323.4,0.0,2350.0,94,94.653,NM_135173.2
XM_002078324.4,0.0,1406.0,79,93.545,NM_135174.3
XM_002078328.4,0.0,3325.0,96,94.522,NM_135178.3
XM_002078330.4,0.0,2132.0,99,94.464,NM_135180.1
XM_002078333.4,0.0,3073.0,94,95.62,NM_135182.2
XM_002078335.4,0.0,5363.0,99,95.606,NM_001273203.2
XM_002078340.4,0.0,3312.0,85,97.428,NM_135189.4
XM_002078341.4,0.0,3626.0,99,98.447,NM_001298745.1
XM_002078344.4,0.0,1853.0,99,96.923,NM_135193.3
XM_002078345.3,0.0,784.0,78,96.058,NM_135194.3
XM_002078347.4,0.0,2359.0,99,96.247,NM_135196.3
XM_002078350.4,0.0,4373.0,99,98.132,NM_135199.3
XM_002078351.3,0.0,5177.0,98,96.995,NM_164693.2
XM_002078352.4,0.0,2379.0,84,96.036,NM_135201.2
XM_002078353.4,0.0,1033.0,98,98.628,NM_135202.2
XM_002078354.4,0.0,1038.0,93,95.686,NM_135203.3
XM_002078356.4,0.0,3221.0,98,94.981,NM_001298751.1
XM_002078357.4,0.0,2723.0,98,93.337,NM_001298752.1
XM_002078360.4,0.0,2259.0,97,97.509,NM_001103630.2
XM_002078363.4,0.0,3478.0,92,95.38,NM_135211.3
XM_002078365.4,0.0,4855.0,99,95.759,NM_135214.4
XM_002078366.4,0.0,1940.0,97,91.31,NM_164698.3
XM_002078367.4,0.0,2141.0,89,94.527,NM_001298756.1
XM_002078368.4,0.0,5509.0,99,96.124,NM_135216.4
XM_002078369.4,0.0,2327.0,99,96.52,NM_135217.3
XM_002078371.4,0.0,2222.0,99,94.502,NM_135218.3
XM_002078373.4,0.0,2627.0,99,96.877,NM_001273214.1
XM_002078374.4,0.0,2667.0,99,96.473,NM_078770.2
XM_002078379.4,0.0,2582.0,97,94.291,NM_135222.3
XM_002078384.4,0.0,3622.0,99,95.714,NM_001298759.1
XM_002078385.4,0.0,1441.0,97,95.565,NM_164708.2
XM_002078386.4,1.92e-145,514.0,99,87.527,NM_001298760.1
XM_002078387.4,0.0,1982.0,85,89.537,NM_135227.1
XM_002078391.4,0.0,3251.0,99,97.15,NM_057819.4
XM_002078396.4,0.0,1748.0,98,94.671,NM_135231.3
XM_002078398.4,0.0,2527.0,98,96.067,NM_057866.3
XM_002078402.4,0.0,1716.0,89,95.375,NM_135237.3
XM_002078407.4,0.0,3136.0,99,98.009,NM_058064.5
XM_002078413.4,0.0,1328.0,87,96.629,NM_135242.3
XM_002078414.3,0.0,5921.0,99,96.097,NM_057920.4
XM_002078415.4,0.0,3552.0,96,96.64,NM_001298765.1
XM_002078416.4,0.0,3075.0,100,96.172,NM_080707.4
XM_002078417.4,0.0,2309.0,99,96.567,NM_001298768.1
XM_002078425.4,0.0,1956.0,69,94.493,NM_135248.3
XM_002078426.4,0.0,6510.0,99,95.573,NM_001298769.1
XM_002078427.4,0.0,1221.0,92,97.354,NM_057325.3
XM_002078428.4,0.0,2907.0,99,92.92,NM_001298770.1
XM_002078429.4,0.0,2148.0,96,97.905,NM_135249.3
XM_002078437.4,0.0,2122.0,99,96.357,NM_135252.4
XM_002078438.4,0.0,2438.0,99,95.825,NM_135253.2
XM_002078447.3,0.0,4204.0,98,97.001,NM_135261.2
XM_002078452.4,0.0,5380.0,99,97.674,NM_057624.4
XM_002078459.4,0.0,3363.0,85,96.795,NM_135265.5
XM_002078462.4,0.0,3217.0,99,97.26,NM_135266.4
XM_002078463.4,0.0,3640.0,99,95.913,NM_135267.3
XM_002078467.4,0.0,1916.0,96,97.507,NM_001273262.1
XM_002078468.4,0.0,1349.0,97,93.709,NM_135271.3
XM_002078469.4,0.0,1483.0,99,94.665,NM_135272.4
XM_002078475.4,0.0,2335.0,70,96.401,NM_078780.5
XM_002078479.4,0.0,3199.0,98,95.726,NM_135280.4
XM_002078480.4,0.0,837.0,97,93.043,NM_078781.3
XM_002078485.4,0.0,2715.0,99,95.433,NM_135285.3
XM_002078491.3,0.0,2248.0,98,96.738,NM_001273284.1
XM_002078492.4,0.0,2178.0,97,95.778,NM_135289.3
XM_002078494.4,0.0,3118.0,99,96.887,NM_135291.3
XM_002078500.3,0.0,1315.0,94,94.355,NM_057767.4
XM_002078501.3,0.0,1435.0,98,98.882,NM_135297.3
XM_002078502.4,0.0,791.0,98,92.626,NM_135298.2
XM_002078503.4,0.0,1221.0,97,96.849,NM_001298784.1
XM_002078507.4,0.0,2004.0,85,95.483,NM_057431.3
XM_002078508.4,0.0,1659.0,99,95.166,NM_001298787.1
XM_002078509.4,0.0,4796.0,99,97.212,NM_135304.3
XM_002078513.4,0.0,1415.0,81,88.889,NM_135308.2
XM_002078517.3,0.0,1941.0,99,98.203,NM_001273289.1
XM_002078518.4,0.0,3365.0,99,97.853,NM_001298795.1
XM_002078520.4,0.0,1291.0,99,95.98,NM_135311.3
XM_002078522.4,0.0,1535.0,93,89.959,NM_001298798.1
XM_002078523.4,0.0,2244.0,99,96.887,NM_135313.3
XM_002078525.4,0.0,4475.0,95,98.315,NM_135316.3
XM_002078526.4,0.0,3469.0,99,96.872,NM_001298800.1
XM_002078532.4,0.0,1969.0,99,95.905,NM_164776.4
XM_002078535.4,0.0,821.0,99,88.636,NM_001298805.1
XM_002078536.4,0.0,2244.0,96,95.78,NM_135327.4
XM_002078539.4,0.0,1279.0,85,93.488,NM_135329.2
XM_002078541.4,0.0,4253.0,99,94.084,NM_135330.2
XM_002078543.4,0.0,929.0,96,97.101,NM_001273291.1
XM_002078545.4,0.0,972.0,90,93.465,NM_135334.5
XM_002078548.4,0.0,1472.0,93,95.366,NM_001273294.1
XM_002078549.4,0.0,1511.0,52,94.597,NM_057591.4
XM_002078553.4,0.0,2067.0,89,94.796,NM_135338.2
XM_002078561.4,0.0,2891.0,98,95.052,NM_135342.5
XM_002078562.4,0.0,809.0,98,94.476,NM_001298815.1
XM_002078564.4,0.0,791.0,94,96.082,NM_001042882.2
XM_002078566.4,0.0,2313.0,99,97.218,NM_135346.4
XM_002078569.4,0.0,4752.0,66,95.651,NM_135349.3
XM_002078571.3,0.0,859.0,96,95.857,NM_057788.4
XM_002078573.3,0.0,1173.0,97,96.006,NM_001273303.1
XM_002078574.4,0.0,1177.0,99,93.601,NM_001273304.1
XM_002078575.4,0.0,1417.0,96,94.559,NM_135353.3
XM_002078576.4,0.0,1434.0,100,96.33,NM_135354.2
XM_002078580.3,0.0,1677.0,99,91.784,NM_080218.5
XM_002078581.4,0.0,1279.0,69,94.667,NM_001316386.1
XM_002078584.4,0.0,2209.0,98,96.559,NM_135358.2
XM_002078586.4,0.0,1912.0,99,96.93,NM_135359.3
XM_002078587.4,0.0,2104.0,97,97.411,NM_135360.4
XM_002078588.4,0.0,2300.0,99,96.162,NM_135361.3
XM_002078589.3,0.0,2082.0,93,95.152,NM_135362.4
XM_002078592.4,0.0,1149.0,98,93.54,NM_135365.3
XM_002078595.4,0.0,1279.0,97,95.63,NM_135368.3
XM_002078598.4,0.0,896.0,97,90.014,"NM_164808.4, NM_164808.4"
XM_002078603.4,0.0,1190.0,96,98.238,NM_001298818.1
XM_002078604.4,0.0,1079.0,94,97.323,NM_164809.5
XM_002078607.4,0.0,1779.0,96,96.143,NM_135373.3
XM_002078608.3,0.0,2084.0,98,97.236,NM_135374.3
XM_002078609.4,0.0,1692.0,98,96.844,NM_135375.4
XM_002078612.4,0.0,1066.0,99,92.916,NM_135377.3
XM_002078613.4,0.0,656.0,100,96.474,NM_135378.4
XM_002078615.4,0.0,3024.0,98,92.0,NM_205937.1
XM_002078616.4,0.0,952.0,93,89.404,NM_078788.3
XM_002078617.4,0.0,948.0,90,90.385,NM_144383.2
XM_002078618.4,1.14e-162,571.0,79,95.291,NM_001273320.2
XM_002078619.3,2.38e-139,494.0,84,91.413,NM_080244.2
XM_002078620.4,0.0,963.0,81,91.983,NM_135381.2
XM_002078621.4,0.0,1561.0,75,95.418,NM_135382.2
XM_002078622.4,0.0,1581.0,93,91.025,NM_164817.2
XM_002078626.4,0.0,4161.0,99,95.777,NM_143788.4
XM_002078630.4,0.0,5310.0,98,96.157,NM_135384.3
XM_002078631.4,0.0,894.0,95,94.078,NM_057298.4
XM_002078632.4,0.0,6338.0,99,96.212,NM_001032060.2
XM_002078636.4,0.0,3365.0,99,95.156,NM_001273324.2
XM_002078638.4,0.0,857.0,71,94.149,NM_175990.1
XM_002078641.4,0.0,953.0,37,95.261,NM_164825.2
XM_002078643.3,0.0,3465.0,99,94.221,NM_001298828.1
XM_002078644.4,0.0,4113.0,99,96.055,NM_135393.3
XM_002078645.4,0.0,2412.0,98,96.146,NM_135394.3
XM_002078646.4,0.0,1005.0,92,95.541,NM_135395.3
XM_002078648.4,0.0,3773.0,100,95.817,NM_001273329.1
XM_002078656.4,0.0,3160.0,99,96.449,NM_135400.2
XM_002078659.3,0.0,1332.0,97,98.165,NM_135403.2
XM_002078661.2,0.0,2756.0,94,96.154,NM_001273339.1
XM_002078664.4,0.0,1362.0,99,93.37,NM_135405.3
XM_002078665.4,0.0,5029.0,99,95.939,NM_001298833.1
XM_002078669.4,0.0,5356.0,99,97.277,NM_135409.3
XM_002078675.4,0.0,1249.0,100,94.875,"NR_124149.1, NM_175993.2"
XM_002078676.4,0.0,1062.0,95,88.591,NR_124149.1
XM_002078677.4,0.0,1186.0,100,93.185,NR_124149.1
XM_002078678.4,0.0,1476.0,99,95.652,NM_135411.3
XM_002078679.4,9.86e-143,505.0,100,90.415,NM_001201807.2
XM_002078683.3,0.0,2817.0,98,95.931,NM_135413.3
XM_002078685.4,0.0,1445.0,97,96.871,NM_001298840.1
XM_002078690.4,0.0,2957.0,97,93.887,NM_175999.3
XM_002078692.4,0.0,3151.0,98,94.234,NM_001273343.1
XM_002078695.4,0.0,780.0,94,93.573,NM_144304.2
XM_002078696.4,0.0,2322.0,94,95.917,NM_001273345.1
XM_002078697.4,0.0,2132.0,99,92.828,NM_001298841.1
XM_002078699.4,0.0,2386.0,95,96.347,NM_001273347.1
XM_002078700.4,0.0,880.0,97,92.357,NM_135423.4
XM_002078701.4,0.0,872.0,99,93.793,NM_001259019.2
XM_002078702.4,0.0,1046.0,85,84.475,"NM_001259019.2, NM_135425.3"
XM_002078703.4,0.0,1520.0,91,95.86,NM_001298844.1
XM_002078706.4,0.0,4843.0,94,94.439,NM_078795.2
XM_002078712.4,0.0,1592.0,98,95.108,NM_135432.2
XM_002078713.4,0.0,1234.0,96,90.309,NM_001273350.1
XM_002078715.4,0.0,1487.0,56,94.106,NM_001259020.2
XM_002078717.4,0.0,1140.0,95,93.086,NM_144378.4
XM_002078720.4,0.0,3465.0,91,95.668,NM_001273358.1
XM_002078721.4,0.0,1284.0,94,94.035,NM_057599.4
XM_002078724.4,0.0,686.0,80,94.248,NM_135438.3
XM_002078725.4,0.0,1037.0,96,90.262,NM_001103660.2
XM_002078731.4,0.0,1474.0,94,97.032,NM_001298848.1
XM_002078733.3,0.0,5710.0,99,96.921,NM_080166.4
XM_002078735.4,0.0,1882.0,100,94.242,NM_135445.3
XM_002078736.4,2.88e-109,394.0,49,95.885,NM_001103662.3
XM_002078737.3,0.0,804.0,68,93.37,NM_001032064.1
XM_002078739.4,0.0,3932.0,99,96.393,NM_001298852.1
XM_002078741.4,0.0,749.0,93,88.106,NM_135448.3
XM_002078743.4,0.0,1664.0,99,94.92,NM_135450.3
XM_002078744.3,0.0,1212.0,97,97.468,NM_135451.3
XM_002078745.4,0.0,983.0,90,94.264,NM_135452.2
XM_002078750.4,0.0,4545.0,99,96.774,NM_135455.3
XM_002078751.4,0.0,802.0,98,84.643,NM_001298853.1
XM_002078754.4,0.0,3022.0,99,96.597,NM_135457.3
XM_002078756.4,0.0,1321.0,91,97.074,NM_164863.3
XM_002078763.2,0.0,1013.0,75,97.01,NM_001273364.1
XM_002078764.4,0.0,3081.0,97,94.661,NM_057634.5
XM_002078766.4,0.0,3507.0,99,96.939,NM_135461.4
XM_002078769.4,0.0,1083.0,100,95.84,NM_001273369.2
XM_002078770.4,0.0,2774.0,74,94.632,NM_078803.2
XM_002078772.4,0.0,1253.0,99,95.753,NM_164871.3
XM_002078773.4,0.0,2861.0,99,96.437,NM_058025.5
XM_002078775.4,0.0,2124.0,98,93.453,NM_135465.4
XM_002078776.4,0.0,2250.0,98,96.741,NM_135466.4
XM_002078778.4,0.0,2878.0,99,94.845,"NM_001347762.1, NM_001347761.1"
XM_002078779.4,0.0,2050.0,58,93.86,"NM_001347762.1, NM_001347761.1"
XM_002078780.4,0.0,3550.0,99,97.907,NM_135469.4
XM_002078783.4,0.0,1670.0,97,94.419,NM_135471.3
XM_002078786.4,0.0,874.0,27,96.248,NM_001103664.2
XM_002078787.4,1.91e-180,630.0,84,95.663,NM_001103665.2
XM_002078788.4,0.0,3131.0,99,95.468,NM_135474.3
XM_002078789.4,0.0,1223.0,93,96.016,NM_080128.5
XM_002078793.4,0.0,5040.0,95,96.28,NM_135476.4
XM_002078794.4,0.0,3265.0,99,95.776,NM_057999.5
XM_002078795.4,0.0,2374.0,97,97.484,NM_078804.4
XM_002078796.4,0.0,1578.0,99,97.611,NM_001316388.1
XM_002078799.4,0.0,1674.0,97,95.511,NM_001273377.1
XM_002078800.4,0.0,2756.0,99,94.907,NM_135481.3
XM_002078803.3,0.0,1299.0,91,95.29,NM_164879.3
XM_002078805.4,0.0,2966.0,98,94.364,NM_135485.7
XM_002078807.4,0.0,2861.0,98,95.628,NM_001298858.1
XM_002078808.4,0.0,2525.0,99,94.03,NM_001298859.1
XM_002078809.4,0.0,1266.0,95,94.938,NM_001316389.1
XM_002078820.4,0.0,3282.0,99,95.052,NM_164885.3
XM_002078821.4,0.0,1860.0,88,89.721,NM_135493.3
XM_002078824.4,0.0,3592.0,96,93.495,NM_135494.2
XM_002078828.4,0.0,2002.0,95,96.029,NM_205956.2
XM_002078832.4,0.0,1820.0,70,94.759,NM_135499.3
XM_002078846.3,0.0,1509.0,98,95.767,NM_001103667.3
XM_002078847.4,0.0,3581.0,98,96.056,NM_135509.3
XM_002078848.4,0.0,2381.0,95,95.859,NM_135510.3
XM_002078849.4,0.0,1140.0,95,96.259,NM_135511.4
XM_002078852.4,0.0,1659.0,96,95.669,NM_001298869.1
XM_002078856.4,0.0,1463.0,96,95.0,NM_135517.4
XM_002078858.4,0.0,3013.0,99,98.648,NM_078809.4
XM_002078861.4,0.0,1290.0,86,94.346,NM_001273388.1
XM_002078862.4,0.0,3722.0,99,96.776,NM_057614.3
XM_002078863.4,0.0,1098.0,96,97.222,NM_135518.3
XM_002078867.4,0.0,1550.0,96,97.368,NM_135520.4
XM_002078868.4,0.0,2431.0,97,94.427,NM_135521.6
XM_002078872.4,0.0,6152.0,99,97.632,NM_135524.4
XM_002078877.4,0.0,1629.0,95,96.552,NM_135531.3
XM_002078879.4,0.0,1085.0,90,96.09,NM_135532.2
XM_002078880.4,0.0,2776.0,97,98.058,NM_001273392.1
XM_002078881.4,0.0,3404.0,99,96.178,NM_135534.3
XM_002078884.4,0.0,4259.0,98,96.508,NM_057679.5
XM_002078886.3,0.0,2412.0,98,96.203,NM_135538.3
XM_002078887.4,0.0,4975.0,92,98.149,NM_001273398.1
XM_002078889.4,0.0,917.0,96,95.321,NM_164917.2
XM_002078891.4,0.0,3430.0,99,96.36,NM_135540.2
XM_002078894.4,0.0,1720.0,94,95.697,NM_135543.2
XM_002078895.4,0.0,1615.0,97,96.704,NM_001273403.1
XM_002078896.4,0.0,6968.0,100,97.568,NM_001273404.1
XM_002078897.4,0.0,1354.0,89,92.26,NM_001273405.1
XM_002078904.4,0.0,2423.0,99,95.359,NM_164918.2
XM_002078906.4,0.0,1229.0,95,94.93,NM_001273410.1
XM_002078909.4,0.0,2111.0,97,98.025,NM_001298874.1
