NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC120284338,LOC120284338,uncharacterized LOC120284338,PROTEIN_CODING,2.0,XM_039291384.2,LOC120284338,LOC120284338,2R,NC_052521.2,2043151,2049532,minus,1.0,XP_039147318.1,-
LOC120284339,LOC120284339,daisho2,PROTEIN_CODING,1.0,XM_039291396.2,LOC120284339,LOC120284339,2R,NC_052521.2,18036479,18036817,plus,1.0,XP_039147330.1,-
LOC120284341,LOC120284341,uncharacterized LOC120284341,ncRNA,2.0,XR_006541615.1,LOC120284341,LOC120284341,2R,NC_052521.2,149276,150169,minus,-,-,-
LOC120284342,LOC120284342,uncharacterized LOC120284342,ncRNA,1.0,XR_005543537.2,LOC120284342,LOC120284342,2R,NC_052521.2,149335,160262,plus,-,-,-
LOC120284346,LOC120284346,uncharacterized LOC120284346,PROTEIN_CODING,1.0,XM_044922363.1,LOC120284346,LOC120284346,2R,NC_052521.2,1583406,1589424,plus,1.0,XP_044778298.1,-
LOC120284347,LOC120284347,uncharacterized LOC120284347,PROTEIN_CODING,2.0,XM_039291450.2,LOC120284347,LOC120284347,2R,NC_052521.2,763319,771592,minus,2.0,XP_039147384.1,-
LOC120284348,LOC120284348,uncharacterized LOC120284348,PROTEIN_CODING,2.0,XM_039291452.2,LOC120284348,LOC120284348,2R,NC_052521.2,755423,786060,minus,2.0,XP_039147386.1,-
LOC120284349,LOC120284349,uncharacterized LOC120284349,ncRNA,1.0,XR_005543545.1,LOC120284349,LOC120284349,2R,NC_052521.2,742969,800882,plus,-,-,-
LOC120284351,LOC120284351,uncharacterized LOC120284351,ncRNA,2.0,XR_005543548.2,LOC120284351,LOC120284351,2R,NC_052521.2,1499575,1513090,minus,-,-,-
LOC120284352,LOC120284352,uncharacterized LOC120284352,PROTEIN_CODING,1.0,XM_039291459.2,LOC120284352,LOC120284352,2R,NC_052521.2,7788817,7789978,plus,1.0,XP_039147393.1,-
LOC120284353,LOC120284353,uncharacterized LOC120284353,PROTEIN_CODING,1.0,XM_039291465.2,LOC120284353,LOC120284353,2R,NC_052521.2,13317102,13319328,plus,1.0,XP_039147399.1,-
LOC120284354,LOC120284354,probable cytosolic Fe-S cluster assembly factor GD17698,PROTEIN_CODING,2.0,XM_039291468.1,LOC120284354,LOC120284354,2R,NC_052521.2,942705,944917,minus,2.0,XP_039147402.1,"GD17698,GD17698-PB,GD17698-PC"
LOC120284355,LOC120284355,uncharacterized LOC120284355,ncRNA,1.0,XR_005543552.1,LOC120284355,LOC120284355,2R,NC_052521.2,4050155,4050547,minus,-,-,-
LOC120284356,LOC120284356,uncharacterized LOC120284356,PROTEIN_CODING,1.0,XM_044922408.1,LOC120284356,LOC120284356,2R,NC_052521.2,45979,59237,plus,1.0,XP_044778343.1,-
LOC120284357,LOC120284357,uncharacterized LOC120284357,PROTEIN_CODING,1.0,XM_039291516.2,LOC120284357,LOC120284357,2R,NC_052521.2,40916,55746,minus,1.0,XP_039147450.1,-
LOC120284358,LOC120284358,uncharacterized LOC120284358,PROTEIN_CODING,1.0,XM_039291520.2,LOC120284358,LOC120284358,2R,NC_052521.2,19580149,19580646,plus,1.0,XP_039147454.1,-
LOC120284359,LOC120284359,uncharacterized LOC120284359,PROTEIN_CODING,3.0,XM_039291523.2,LOC120284359,LOC120284359,2R,NC_052521.2,3189659,3192359,minus,1.0,XP_039147457.1,-
LOC120284360,LOC120284360,phenoloxidase-activating factor 2-like,PSEUDO,-,-,LOC120284360,LOC120284360,2L,NC_052520.2,15465712,15466656,plus,-,-,-
LOC120284361,LOC120284361,uncharacterized LOC120284361,PROTEIN_CODING,1.0,XM_039291550.2,LOC120284361,LOC120284361,2R,NC_052521.2,20187988,20196370,minus,1.0,XP_039147484.1,-
LOC120284362,LOC120284362,uncharacterized LOC120284362,ncRNA,1.0,XR_006541532.1,LOC120284362,LOC120284362,2R,NC_052521.2,3606115,3608325,minus,-,-,-
LOC120284363,LOC120284363,uncharacterized LOC120284363,ncRNA,1.0,XR_005543557.1,LOC120284363,LOC120284363,2R,NC_052521.2,720530,722314,plus,-,-,-
LOC120284364,LOC120284364,trypsin zeta,PROTEIN_CODING,1.0,XM_039291562.2,LOC120284364,LOC120284364,2R,NC_052521.2,8652659,8653621,minus,1.0,XP_039147496.1,-
LOC120284367,LOC120284367,uncharacterized LOC120284367,ncRNA,1.0,XR_005543559.1,LOC120284367,LOC120284367,2R,NC_052521.2,18396367,18396949,plus,-,-,-
LOC120284368,LOC120284368,uncharacterized LOC120284368,ncRNA,1.0,XR_005543566.1,LOC120284368,LOC120284368,2R,NC_052521.2,19975384,19975928,minus,-,-,-
LOC120284371,LOC120284371,uncharacterized LOC120284371,ncRNA,1.0,XR_005543568.2,LOC120284371,LOC120284371,2R,NC_052521.2,5968716,5969413,plus,-,-,-
LOC120284372,LOC120284372,uncharacterized LOC120284372,PROTEIN_CODING,1.0,XM_039291643.2,LOC120284372,LOC120284372,2R,NC_052521.2,1917440,1918414,plus,1.0,XP_039147577.1,-
LOC120284375,LOC120284375,uncharacterized LOC120284375,ncRNA,1.0,XR_005543574.2,LOC120284375,LOC120284375,2R,NC_052521.2,2078137,2078982,plus,-,-,-
LOC120284376,LOC120284376,uncharacterized LOC120284376,PSEUDO,-,-,LOC120284376,LOC120284376,2R,NC_052521.2,2308552,2311634,minus,-,-,-
LOC120284377,LOC120284377,uncharacterized LOC120284377,PROTEIN_CODING,1.0,XM_039291679.2,LOC120284377,LOC120284377,2R,NC_052521.2,2255583,2331711,minus,1.0,XP_039147613.1,-
LOC120284380,LOC120284380,uncharacterized LOC120284380,ncRNA,1.0,XR_005543582.2,LOC120284380,LOC120284380,2R,NC_052521.2,2146826,2150278,plus,-,-,-
LOC120284381,LOC120284381,uncharacterized LOC120284381,ncRNA,1.0,XR_005543583.2,LOC120284381,LOC120284381,2R,NC_052521.2,15245892,15247501,minus,-,-,-
LOC120284383,LOC120284383,uncharacterized LOC120284383,PSEUDO,-,-,LOC120284383,LOC120284383,2R,NC_052521.2,11203227,11209442,minus,-,-,-
LOC120284384,LOC120284384,uncharacterized LOC120284384,PROTEIN_CODING,1.0,XM_039291797.2,LOC120284384,LOC120284384,2R,NC_052521.2,9730810,9731111,minus,1.0,XP_039147731.1,-
LOC120284388,LOC120284388,uncharacterized LOC120284388,ncRNA,2.0,XR_005543592.2,LOC120284388,LOC120284388,2R,NC_052521.2,14055484,14060797,minus,-,-,-
LOC120284390,LOC120284390,uncharacterized LOC120284390,ncRNA,1.0,XR_005543594.2,LOC120284390,LOC120284390,2R,NC_052521.2,5543391,5545123,plus,-,-,-
LOC120284391,LOC120284391,uncharacterized LOC120284391,ncRNA,1.0,XR_005543602.2,LOC120284391,LOC120284391,2R,NC_052521.2,6638574,6639047,plus,-,-,-
LOC120284392,LOC120284392,uncharacterized LOC120284392,ncRNA,1.0,XR_005543606.1,LOC120284392,LOC120284392,2R,NC_052521.2,7871445,7872924,plus,-,-,-
LOC120284393,LOC120284393,uncharacterized LOC120284393,ncRNA,2.0,XR_006541569.1,LOC120284393,LOC120284393,2R,NC_052521.2,7921394,7922976,minus,-,-,-
LOC120284395,LOC120284395,uncharacterized LOC120284395,ncRNA,1.0,XR_005543609.2,LOC120284395,LOC120284395,2R,NC_052521.2,10113562,10114107,minus,-,-,-
LOC120284396,LOC120284396,uncharacterized LOC120284396,ncRNA,2.0,XR_005543611.2,LOC120284396,LOC120284396,2R,NC_052521.2,11418653,11421267,plus,-,-,-
LOC120284397,LOC120284397,uncharacterized LOC120284397,ncRNA,2.0,XR_005543613.2,LOC120284397,LOC120284397,2R,NC_052521.2,13458717,13460371,plus,-,-,-
LOC120284398,LOC120284398,uncharacterized LOC120284398,ncRNA,1.0,XR_005543615.2,LOC120284398,LOC120284398,2R,NC_052521.2,21907663,21908440,plus,-,-,-
LOC120284399,LOC120284399,uncharacterized LOC120284399,ncRNA,1.0,XR_005543616.2,LOC120284399,LOC120284399,2R,NC_052521.2,9631038,9631594,minus,-,-,-
LOC120284400,LOC120284400,uncharacterized LOC120284400,ncRNA,1.0,XR_006541567.1,LOC120284400,LOC120284400,2R,NC_052521.2,993171,996084,plus,-,-,-
LOC120284401,LOC120284401,uncharacterized LOC120284401,PROTEIN_CODING,2.0,XM_039291936.2,LOC120284401,LOC120284401,2R,NC_052521.2,2443563,2451840,plus,2.0,XP_039147870.1,-
LOC120284403,LOC120284403,mucin-5AC,PROTEIN_CODING,6.0,XM_039291975.2,LOC120284403,LOC120284403,2L,NC_052520.2,4906395,4909185,plus,6.0,XP_039147909.1,-
LOC120284404,LOC120284404,serine protease grass-like,PROTEIN_CODING,1.0,XM_039291977.2,LOC120284404,LOC120284404,2R,NC_052521.2,13730643,13731933,plus,1.0,XP_039147911.1,-
LOC120284406,LOC120284406,uncharacterized LOC120284406,PROTEIN_CODING,1.0,XM_039291990.2,LOC120284406,LOC120284406,2R,NC_052521.2,14463215,14464111,minus,1.0,XP_039147924.1,-
LOC120284407,LOC120284407,uncharacterized LOC120284407,PROTEIN_CODING,1.0,XM_039292000.2,LOC120284407,LOC120284407,2R,NC_052521.2,11913744,11914252,plus,1.0,XP_039147934.1,-
LOC120284408,LOC120284408,uncharacterized LOC120284408,PROTEIN_CODING,1.0,XM_039292029.2,LOC120284408,LOC120284408,2R,NC_052521.2,987790,989851,plus,1.0,XP_039147963.1,"GD29490,GD29490-PA"
LOC120284409,LOC120284409,uncharacterized LOC120284409,ncRNA,1.0,XR_006542104.1,LOC120284409,LOC120284409,2L,NC_052520.2,7977373,7978596,minus,-,-,-
LOC120284410,LOC120284410,uncharacterized LOC120284410,ncRNA,1.0,XR_005543649.1,LOC120284410,LOC120284410,2L,NC_052520.2,8235455,8236249,plus,-,-,-
LOC120284411,LOC120284411,uncharacterized LOC120284411,PROTEIN_CODING,1.0,XM_039292039.2,LOC120284411,LOC120284411,2R,NC_052521.2,14417249,14417431,minus,1.0,XP_039147973.1,-
LOC120284412,LOC120284412,uncharacterized LOC120284412,ncRNA,1.0,XR_005543650.2,LOC120284412,LOC120284412,2R,NC_052521.2,14415433,14416191,minus,-,-,-
LOC120284413,LOC120284413,uncharacterized LOC120284413,ncRNA,1.0,XR_005543652.1,LOC120284413,LOC120284413,2R,NC_052521.2,8203153,8203737,plus,-,-,-
LOC120284414,LOC120284414,uncharacterized LOC120284414,ncRNA,4.0,XR_005543655.2,LOC120284414,LOC120284414,2R,NC_052521.2,700868,704678,plus,-,-,-
LOC120284415,LOC120284415,uncharacterized LOC120284415,ncRNA,1.0,XR_005543656.2,LOC120284415,LOC120284415,2R,NC_052521.2,5380016,5384676,plus,-,-,-
LOC120284417,LOC120284417,chymotrypsin B-like,PROTEIN_CODING,1.0,XM_039292081.2,LOC120284417,LOC120284417,2R,NC_052521.2,13062185,13064137,minus,1.0,XP_039148015.1,-
LOC120284419,LOC120284419,uncharacterized LOC120284419,ncRNA,1.0,XR_006541527.1,LOC120284419,LOC120284419,2R,NC_052521.2,13038262,13045461,plus,-,-,-
LOC120284420,LOC120284420,uncharacterized LOC120284420,ncRNA,1.0,XR_005543665.1,LOC120284420,LOC120284420,2R,NC_052521.2,1766417,1767417,plus,-,-,-
LOC120284421,LOC120284421,uncharacterized LOC120284421,ncRNA,1.0,XR_005543666.2,LOC120284421,LOC120284421,2R,NC_052521.2,4477045,4478530,plus,-,-,-
LOC120284422,LOC120284422,uncharacterized LOC120284422,PROTEIN_CODING,1.0,XM_039292092.2,LOC120284422,LOC120284422,2L,NC_052520.2,6184689,6187315,plus,1.0,XP_039148026.1,-
LOC120284423,LOC120284423,uncharacterized LOC120284423,ncRNA,2.0,XR_005543667.2,LOC120284423,LOC120284423,2R,NC_052521.2,21500933,21502757,plus,-,-,-
LOC120284425,LOC120284425,uncharacterized LOC120284425,PROTEIN_CODING,1.0,XM_039292106.2,LOC120284425,LOC120284425,2R,NC_052521.2,15516056,15516880,plus,1.0,XP_039148040.1,"GD11357,GD11357-PA"
LOC120284426,LOC120284426,uncharacterized LOC120284426,PROTEIN_CODING,1.0,XM_039292110.2,LOC120284426,LOC120284426,2R,NC_052521.2,15520398,15521126,plus,1.0,XP_039148044.1,-
LOC120284427,LOC120284427,uncharacterized LOC120284427,ncRNA,2.0,XR_006541607.1,LOC120284427,LOC120284427,2R,NC_052521.2,16808372,16809102,plus,-,-,-
LOC120284430,LOC120284430,uncharacterized LOC120284430,ncRNA,1.0,XR_005543676.2,LOC120284430,LOC120284430,2R,NC_052521.2,16921671,16922227,minus,-,-,-
LOC120284431,LOC120284431,uncharacterized LOC120284431,ncRNA,1.0,XR_005543677.2,LOC120284431,LOC120284431,2R,NC_052521.2,135284,137217,plus,-,-,-
LOC120284432,LOC120284432,uncharacterized LOC120284432,ncRNA,1.0,XR_005543679.2,LOC120284432,LOC120284432,2R,NC_052521.2,17262988,17265856,plus,-,-,-
LOC120284433,LOC120284433,uncharacterized LOC120284433,PROTEIN_CODING,1.0,XM_039292193.1,LOC120284433,LOC120284433,2R,NC_052521.2,15452346,15454189,plus,1.0,XP_039148127.1,-
LOC120284434,LOC120284434,uncharacterized LOC120284434,PROTEIN_CODING,2.0,XM_044922618.1,LOC120284434,LOC120284434,2L,NC_052520.2,23117614,23122924,minus,2.0,XP_044778553.1,-
LOC120284435,LOC120284435,14-3-3 protein beta/alpha-like,PSEUDO,-,-,LOC120284435,LOC120284435,2R,NC_052521.2,7455530,7456088,plus,-,-,-
LOC120284436,LOC120284436,uncharacterized LOC120284436,PROTEIN_CODING,1.0,XM_039292293.2,LOC120284436,LOC120284436,2R,NC_052521.2,7474184,7476645,plus,1.0,XP_039148227.1,-
LOC120284437,LOC120284437,uncharacterized LOC120284437,ncRNA,1.0,XR_005543687.2,LOC120284437,LOC120284437,2L,NC_052520.2,19097539,19099848,minus,-,-,-
LOC120284438,LOC120284438,uncharacterized LOC120284438,ncRNA,2.0,XR_005543692.2,LOC120284438,LOC120284438,2R,NC_052521.2,1695125,1713593,minus,-,-,-
LOC120284439,LOC120284439,uncharacterized LOC120284439,ncRNA,1.0,XR_005543693.2,LOC120284439,LOC120284439,2R,NC_052521.2,1710673,1713786,plus,-,-,-
LOC120284440,LOC120284440,uncharacterized LOC120284440,PROTEIN_CODING,1.0,XM_039292318.2,LOC120284440,LOC120284440,2R,NC_052521.2,6531546,6532503,minus,1.0,XP_039148252.1,-
LOC120284441,LOC120284441,uncharacterized LOC120284441,PROTEIN_CODING,2.0,XM_044922651.1,LOC120284441,LOC120284441,2R,NC_052521.2,6509765,6513308,plus,2.0,XP_044778586.1,-
LOC120284443,LOC120284443,uncharacterized LOC120284443,ncRNA,2.0,XR_005543701.1,LOC120284443,LOC120284443,2R,NC_052521.2,18872911,18883144,plus,-,-,-
LOC120284444,LOC120284444,uncharacterized LOC120284444,PROTEIN_CODING,1.0,XM_039292359.1,LOC120284444,LOC120284444,2R,NC_052521.2,8624398,8624804,plus,1.0,XP_039148293.1,-
LOC120284445,LOC120284445,uncharacterized LOC120284445,PROTEIN_CODING,1.0,XM_039292393.2,LOC120284445,LOC120284445,2R,NC_052521.2,3063119,3068855,minus,1.0,XP_039148327.1,-
LOC120284446,LOC120284446,uncharacterized LOC120284446,ncRNA,1.0,XR_006541619.1,LOC120284446,LOC120284446,2R,NC_052521.2,7279392,7286036,plus,-,-,-
LOC120284447,LOC120284447,uncharacterized LOC120284447,PROTEIN_CODING,1.0,XM_039292411.2,LOC120284447,LOC120284447,2R,NC_052521.2,15928456,15936576,minus,1.0,XP_039148345.1,-
LOC120284448,LOC120284448,uncharacterized LOC120284448,PROTEIN_CODING,1.0,XM_039292440.2,LOC120284448,LOC120284448,2R,NC_052521.2,20855959,20864579,plus,1.0,XP_039148374.1,-
LOC120284450,LOC120284450,uncharacterized LOC120284450,ncRNA,1.0,XR_005543711.2,LOC120284450,LOC120284450,2L,NC_052520.2,4962909,4964533,plus,-,-,-
LOC120284451,LOC120284451,serine protease easter-like,PROTEIN_CODING,1.0,XM_039292489.2,LOC120284451,LOC120284451,2R,NC_052521.2,18711232,18712376,minus,1.0,XP_039148423.1,-
LOC120284455,LOC120284455,uncharacterized LOC120284455,ncRNA,1.0,XR_005543719.2,LOC120284455,LOC120284455,2R,NC_052521.2,7608092,7609485,minus,-,-,-
LOC120284457,LOC120284457,uncharacterized LOC120284457,ncRNA,1.0,XR_005543726.2,LOC120284457,LOC120284457,2R,NC_052521.2,6892758,6894986,plus,-,-,-
LOC120284458,LOC120284458,uncharacterized LOC120284458,ncRNA,1.0,XR_005543727.1,LOC120284458,LOC120284458,2R,NC_052521.2,6867574,6872733,plus,-,-,-
LOC120284459,LOC120284459,uncharacterized LOC120284459,ncRNA,1.0,XR_005543728.1,LOC120284459,LOC120284459,2R,NC_052521.2,6903644,6905880,plus,-,-,-
LOC120284460,LOC120284460,uncharacterized LOC120284460,ncRNA,1.0,XR_005543729.2,LOC120284460,LOC120284460,2R,NC_052521.2,6845193,6851925,minus,-,-,-
LOC120284461,LOC120284461,uncharacterized LOC120284461,ncRNA,1.0,XR_005543731.2,LOC120284461,LOC120284461,2R,NC_052521.2,15392037,15395869,plus,-,-,-
LOC120284462,LOC120284462,uncharacterized LOC120284462,PROTEIN_CODING,1.0,XM_039292668.2,LOC120284462,LOC120284462,2R,NC_052521.2,14178672,14180744,plus,1.0,XP_039148602.1,-
LOC120284463,LOC120284463,uncharacterized LOC120284463,ncRNA,1.0,XR_005543734.2,LOC120284463,LOC120284463,2R,NC_052521.2,898803,903589,plus,-,-,-
LOC120284464,LOC120284464,uncharacterized LOC120284464,ncRNA,2.0,XR_006541616.1,LOC120284464,LOC120284464,2R,NC_052521.2,286198,345467,plus,-,-,-
LOC120284465,LOC120284465,uncharacterized LOC120284465,ncRNA,1.0,XR_005543739.1,LOC120284465,LOC120284465,2R,NC_052521.2,12251472,12256002,plus,-,-,-
LOC120284467,LOC120284467,uncharacterized LOC120284467,ncRNA,2.0,XR_005543741.2,LOC120284467,LOC120284467,2R,NC_052521.2,4986654,4994282,minus,-,-,-
LOC120284468,LOC120284468,uncharacterized LOC120284468,ncRNA,1.0,XR_005543743.1,LOC120284468,LOC120284468,2R,NC_052521.2,4969112,4970726,plus,-,-,-
LOC120284471,LOC120284471,uncharacterized LOC120284471,ncRNA,1.0,XR_005543747.2,LOC120284471,LOC120284471,2R,NC_052521.2,599852,607336,plus,-,-,-
LOC120284472,LOC120284472,nucleosome assembly protein 1-like 4,PROTEIN_CODING,1.0,XM_039292777.2,LOC120284472,LOC120284472,2R,NC_052521.2,21046062,21046354,minus,1.0,XP_039148711.1,-
LOC120284473,LOC120284473,uncharacterized LOC120284473,ncRNA,1.0,XR_005543748.2,LOC120284473,LOC120284473,2R,NC_052521.2,1261161,1264856,minus,-,-,-
LOC120284477,LOC120284477,uncharacterized LOC120284477,ncRNA,4.0,XR_005543756.2,LOC120284477,LOC120284477,2R,NC_052521.2,1953213,1956298,minus,-,-,-
LOC120284478,LOC120284478,uncharacterized LOC120284478,ncRNA,1.0,XR_005543758.1,LOC120284478,LOC120284478,2R,NC_052521.2,4634182,4636329,plus,-,-,-
LOC120284480,LOC120284480,uncharacterized LOC120284480,ncRNA,1.0,XR_005543763.2,LOC120284480,LOC120284480,2R,NC_052521.2,10167745,10168974,plus,-,-,-
LOC120284481,LOC120284481,uncharacterized LOC120284481,ncRNA,1.0,XR_005543764.2,LOC120284481,LOC120284481,2R,NC_052521.2,10173610,10176142,minus,-,-,-
LOC120284482,LOC120284482,zinc finger protein 705D-like,PROTEIN_CODING,1.0,XM_039292889.1,LOC120284482,LOC120284482,2R,NC_052521.2,11682806,11683273,plus,1.0,XP_039148823.1,-
LOC120284483,LOC120284483,uncharacterized LOC120284483,PROTEIN_CODING,1.0,XM_039292890.2,LOC120284483,LOC120284483,2R,NC_052521.2,11903637,11904886,plus,1.0,XP_039148824.1,-
LOC120284484,LOC120284484,uncharacterized LOC120284484,PROTEIN_CODING,1.0,XM_044922488.1,LOC120284484,LOC120284484,2R,NC_052521.2,12937672,12938600,plus,1.0,XP_044778423.1,-
LOC120284485,LOC120284485,uncharacterized LOC120284485,PROTEIN_CODING,1.0,XM_039292895.2,LOC120284485,LOC120284485,2R,NC_052521.2,14796694,14797348,plus,1.0,XP_039148829.1,-
LOC120284486,LOC120284486,diptericin A,PROTEIN_CODING,1.0,XM_039292896.2,LOC120284486,LOC120284486,2R,NC_052521.2,16065036,16065570,plus,1.0,XP_039148830.2,-
LOC120284488,LOC120284488,trypsin delta,PROTEIN_CODING,1.0,XM_039292905.2,LOC120284488,LOC120284488,2R,NC_052521.2,8661844,8662659,minus,1.0,XP_039148839.1,-
LOC120284489,LOC120284489,uncharacterized LOC120284489,ncRNA,23.0,XR_006541660.1,LOC120284489,LOC120284489,2R,NC_052521.2,12473532,12477907,plus,-,-,-
LOC120284490,LOC120284490,uncharacterized LOC120284490,ncRNA,1.0,XR_005543768.2,LOC120284490,LOC120284490,2R,NC_052521.2,13764012,13764617,plus,-,-,-
LOC120284492,LOC120284492,5S ribosomal RNA,rRNA,1.0,XR_005543770.1,LOC120284492,LOC120284492,2R,NC_052521.2,16924905,16925023,minus,-,-,-
LOC120284493,LOC120284493,5S ribosomal RNA,rRNA,1.0,XR_005543771.1,LOC120284493,LOC120284493,2R,NC_052521.2,16948765,16948883,minus,-,-,-
LOC120284494,LOC120284494,5S ribosomal RNA,rRNA,1.0,XR_005543772.1,LOC120284494,LOC120284494,2R,NC_052521.2,16949145,16949263,minus,-,-,-
LOC120284495,LOC120284495,5S ribosomal RNA,rRNA,1.0,XR_005543773.1,LOC120284495,LOC120284495,2R,NC_052521.2,16949518,16949636,minus,-,-,-
LOC120284496,LOC120284496,5S ribosomal RNA,rRNA,1.0,XR_005543774.1,LOC120284496,LOC120284496,2R,NC_052521.2,16927134,16927252,minus,-,-,-
LOC120284497,LOC120284497,5S ribosomal RNA,rRNA,1.0,XR_005543775.1,LOC120284497,LOC120284497,2R,NC_052521.2,16929714,16929832,minus,-,-,-
LOC120284498,LOC120284498,5S ribosomal RNA,rRNA,1.0,XR_005543776.1,LOC120284498,LOC120284498,2R,NC_052521.2,16927500,16927618,minus,-,-,-
LOC120284499,LOC120284499,5S ribosomal RNA,rRNA,1.0,XR_005543777.1,LOC120284499,LOC120284499,2R,NC_052521.2,16931952,16932070,minus,-,-,-
LOC120284500,LOC120284500,5S ribosomal RNA,rRNA,1.0,XR_005543778.1,LOC120284500,LOC120284500,2R,NC_052521.2,16940121,16940239,minus,-,-,-
LOC120284501,LOC120284501,5S ribosomal RNA,rRNA,1.0,XR_005543779.1,LOC120284501,LOC120284501,2R,NC_052521.2,16940853,16940971,minus,-,-,-
LOC120284502,LOC120284502,5S ribosomal RNA,rRNA,1.0,XR_005543780.1,LOC120284502,LOC120284502,2R,NC_052521.2,16941585,16941703,minus,-,-,-
LOC120284503,LOC120284503,5S ribosomal RNA,rRNA,1.0,XR_005543781.1,LOC120284503,LOC120284503,2R,NC_052521.2,16942839,16942957,minus,-,-,-
LOC120284504,LOC120284504,5S ribosomal RNA,rRNA,1.0,XR_005543782.1,LOC120284504,LOC120284504,2R,NC_052521.2,16925643,16925760,minus,-,-,-
LOC120284505,LOC120284505,5S ribosomal RNA,rRNA,1.0,XR_005543783.1,LOC120284505,LOC120284505,2R,NC_052521.2,16933429,16933546,minus,-,-,-
LOC120284506,LOC120284506,5S ribosomal RNA,rRNA,1.0,XR_005543784.1,LOC120284506,LOC120284506,2R,NC_052521.2,16936394,16936511,minus,-,-,-
LOC120284507,LOC120284507,5S ribosomal RNA,rRNA,1.0,XR_005543785.1,LOC120284507,LOC120284507,2R,NC_052521.2,16937510,16937627,minus,-,-,-
LOC120284508,LOC120284508,5S ribosomal RNA,rRNA,1.0,XR_005543786.1,LOC120284508,LOC120284508,2R,NC_052521.2,16938259,16938376,minus,-,-,-
LOC120284509,LOC120284509,5S ribosomal RNA,rRNA,1.0,XR_005543787.1,LOC120284509,LOC120284509,2R,NC_052521.2,16927873,16927991,minus,-,-,-
LOC120284510,LOC120284510,5S ribosomal RNA,rRNA,1.0,XR_005543788.1,LOC120284510,LOC120284510,2R,NC_052521.2,16938631,16938748,minus,-,-,-
LOC120284511,LOC120284511,5S ribosomal RNA,rRNA,1.0,XR_005543789.1,LOC120284511,LOC120284511,2R,NC_052521.2,16939375,16939493,minus,-,-,-
LOC120284512,LOC120284512,5S ribosomal RNA,rRNA,1.0,XR_005543790.1,LOC120284512,LOC120284512,2R,NC_052521.2,16924532,16924650,minus,-,-,-
LOC120284513,LOC120284513,small nucleolar RNA U3,snoRNA,1.0,XR_005543791.1,LOC120284513,LOC120284513,2R,NC_052521.2,14384458,14384667,minus,-,-,-
LOC120284514,LOC120284514,small nucleolar RNA U3,snoRNA,1.0,XR_005543792.1,LOC120284514,LOC120284514,2R,NC_052521.2,14386535,14386744,plus,-,-,-
LOC120284515,LOC120284515,small nucleolar RNA R38,snoRNA,1.0,XR_005543793.1,LOC120284515,LOC120284515,2R,NC_052521.2,14933450,14933535,plus,-,-,-
LOC120284516,LOC120284516,small nucleolar RNA R38,snoRNA,1.0,XR_005543794.1,LOC120284516,LOC120284516,2R,NC_052521.2,14934868,14934953,plus,-,-,-
LOC120284517,LOC120284517,small nucleolar RNA R38,snoRNA,1.0,XR_005543795.1,LOC120284517,LOC120284517,2R,NC_052521.2,14933697,14933777,plus,-,-,-
LOC120284518,LOC120284518,small nucleolar RNA snoR639/H1,snoRNA,1.0,XR_005543796.1,LOC120284518,LOC120284518,2R,NC_052521.2,21301380,21301519,plus,-,-,-
LOC120284519,LOC120284519,small nucleolar RNA snR61/Z1/Z11,snoRNA,1.0,XR_005543797.1,LOC120284519,LOC120284519,2R,NC_052521.2,9203484,9203558,plus,-,-,-
LOC120284520,LOC120284520,5S ribosomal RNA,rRNA,1.0,XR_005543798.1,LOC120284520,LOC120284520,2R,NC_052521.2,16928246,16928364,minus,-,-,-
LOC120284521,LOC120284521,small nucleolar RNA Me28S-Gm3255,snoRNA,1.0,XR_005543799.1,LOC120284521,LOC120284521,2R,NC_052521.2,6468440,6468518,plus,-,-,-
LOC120284522,LOC120284522,small nucleolar RNA Me28S-Gm3255,snoRNA,1.0,XR_005543800.1,LOC120284522,LOC120284522,2R,NC_052521.2,6467664,6467748,plus,-,-,-
