NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC10178924,betaNACtes5,"Nascent-associated complex beta-subunit-like, testis 5",PSEUDO,-,-,FBgn0262163,Dmel_CR42877,X,NC_004354.4,15576355,15576964,plus,-,-,"CR42877,Dmel\CR42877"
LOC10178925,7SLRNA:CR42652,Signal recognition particle 7SL RNA CR42652,ncRNA,1.0,NR_037753.2,FBgn0261504,Dmel_CR42652,3R,NT_033777.3,6820131,6820429,minus,-,-,"7 S L RNA,7SL RNA,7SLRNA,chr3R_2645852_2646154,CR42652,Dmel\CR42652,SRP RNA"
LOC10178926,CG42682,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201884.2,FBgn0261568,Dmel_CG42682,2L,NT_033779.5,14842358,14843108,plus,1.0,NP_001188813.2,Dmel\CG42682
LOC10178927,CG42851,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202077.2,FBgn0262098,Dmel_CG42851,2R,NT_033778.4,24809325,24810107,plus,1.0,NP_001189006.2,"chr2R_20696695_20697629.0,Dmel\CG42851"
LOC10178928,CG42655,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202204.2,FBgn0261507,Dmel_CG42655,3L,NT_037436.4,19952971,19953712,minus,1.0,NP_001189133.2,Dmel\CG42655
LOC10178929,pre-mod(mdg4)-Z,pre-mod(mdg4)-Z,PROTEIN_CODING,1.0,NM_001202327.2,FBgn0261838,Dmel_CG42770,3R,NT_033777.3,21360176,21362131,plus,1.0,NP_001189256.2,"CG42770,Dmel\CG42770"
LOC10178930,CG42759,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202278.2,FBgn0261817,Dmel_CG42759,3R,NT_033777.3,10143070,10143483,plus,1.0,NP_001189207.1,Dmel\CG42759
LOC10178932,MtnE,Metallothionein E,PROTEIN_CODING,2.0,NM_001300498.1,FBgn0262146,Dmel_CG42872,3R,NT_033777.3,20534021,20534704,minus,2.0,NP_001287427.1,"CG42872,Dmel\CG42872,DMG8-chr3R.29.007"
LOC10178933,CG42841,uncharacterized protein,PROTEIN_CODING,2.0,NM_001274374.2,FBgn0262030,Dmel_CG42841,3L,NT_037436.4,2003109,2005651,minus,2.0,NP_001261303.1,Dmel\CG42841
LOC10178934,CG42828,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202342.1,FBgn0262010,Dmel_CG42828,3R,NT_033777.3,23373703,23374245,plus,1.0,NP_001189271.1,"CG6784,Dmel\CG42828"
LOC10178935,CG42649,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202035.2,FBgn0261501,Dmel_CG42649,2R,NT_033778.4,17599389,17599607,minus,1.0,NP_001188964.1,"Dmel\CG42649,FBgn0261501"
LOC10178936,CR40100,pseudo,PSEUDO,-,-,FBgn0058100,Dmel_CR40100,2R,NT_033778.4,2374631,2375134,plus,-,-,"CG40100,Dmel\CR40100"
LOC10178937,asRNA:CR42871,antisense RNA:CR42871,ncRNA,1.0,NR_037749.3,FBgn0265295,Dmel_CR42871,3L,NT_037436.4,14034531,14036836,minus,-,-,"BEST:LD13184,CR33944,CR42871,Dmel\CR42871,pncr014:3L"
LOC10178939,CG42660,uncharacterized protein,PROTEIN_CODING,2.0,NM_001300039.1,FBgn0261536,Dmel_CG42660,3L,NT_037436.4,7465509,7468808,plus,2.0,NP_001286968.1,Dmel\CG42660
LOC10178940,CG42718,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202190.2,FBgn0261635,Dmel_CG42718,3L,NT_037436.4,16320830,16321272,minus,1.0,NP_001189119.1,Dmel\CG42718
LOC10178941,CG42811,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202350.1,FBgn0261993,Dmel_CG42811,3R,NT_033777.3,24366527,24367220,minus,1.0,NP_001189279.1,"CG18669,Dmel\CG42811"
LOC10178942,snoRNA:Or-CD9a,ncRNA,ncRNA,1.0,NR_037743.2,FBgn0261973,Dmel_CR42804,2R,NT_033778.4,24185825,24185922,plus,-,-,"CR34156,CR34566,CR42804,Dmel\CR42804,DmOrC/D_9a,DmOr_cd9a,DmOr_cd9a snoRNA,Dmsnm60a,orphan CD9a,snm60,Snm60a,snmRNA:60Ca,snoRNA:Or-cd9a"
LOC10178943,CG42691,uncharacterized protein,PROTEIN_CODING,2.0,NM_001202053.3,FBgn0261581,Dmel_CG42691,2R,NT_033778.4,19945731,19946814,minus,2.0,NP_001188982.1,Dmel\CG42691
LOC10178944,lncRNA:CR32690,long non-coding RNA:CR32690,ncRNA,1.0,NR_037725.1,FBgn0052690,Dmel_CR32690,X,NC_004354.4,10204400,10205289,plus,-,-,"BEST:LP10814,CG32690,CR32690,Dmel\CR32690"
LOC10178945,CG42710,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201805.2,FBgn0261627,Dmel_CG42710,2L,NT_033779.5,8781799,8782500,minus,1.0,NP_001188734.1,"Dmel\CG42710,HDC01517"
LOC10178946,CG42792,uncharacterized protein,PROTEIN_CODING,2.0,NM_001299037.1,FBgn0261925,Dmel_CG42792,2L,NT_033779.5,15864929,15865461,minus,2.0,NP_001285966.1,"Dmel\CG42792,HDC02744"
LOC10178948,Mzt1,Mitotic spindle organizing protein 1,PROTEIN_CODING,1.0,NM_001202099.2,FBgn0261858,Dmel_CG42787,3L,NT_037436.4,2389265,2389650,plus,1.0,NP_001189028.1,"CG42787,Dmel\CG42787,mzt1"
LOC10178949,CG42681,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201883.2,FBgn0261567,Dmel_CG42681,2L,NT_033779.5,14744421,14744817,plus,1.0,NP_001188812.1,Dmel\CG42681
LOC10178950,pre-mod(mdg4)-V,pre-mod(mdg4)-V,PROTEIN_CODING,3.0,NM_001316601.1,FBgn0261844,Dmel_CG42776,3R,NT_033777.3,21365609,21370249,plus,3.0,NP_001303530.2,"CG42776,Dmel\CG42776,RV"
LOC10178951,CG42658,uncharacterized protein,PROTEIN_CODING,1.0,NM_001414100.1,FBgn0261523,Dmel_CG42658,2L,NT_033779.5,2287025,2287907,minus,1.0,NP_001400992.1,Dmel\CG42658
LOC10178952,CR31292,pseudo,PSEUDO,-,-,FBgn0051292,Dmel_CR31292,3R,NT_033777.3,15906240,15906750,plus,-,-,"CG31292,Dmel\CR31292"
LOC10178954,CG42798,uncharacterized protein,PROTEIN_CODING,2.0,NM_001202313.1,FBgn0261932,Dmel_CG42798,3R,NT_033777.3,17406678,17407534,plus,2.0,NP_001189242.1,Dmel\CG42798
LOC10178955,CR42875,pseudo,PSEUDO,-,-,FBgn0262149,Dmel_CR42875,3R,NT_033777.3,7128087,7129166,plus,-,-,"Dmel\CR42875,lncRNA:CR42875"
LOC10178956,lncRNA:CR42839,long non-coding RNA:CR42839,ncRNA,2.0,NR_048407.1,FBgn0262028,Dmel_CR42839,3R,NT_033777.3,16004321,16008073,minus,-,-,"CR42839,Dmel\CR42839"
LOC10178957,CG42751,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201863.1,FBgn0261805,Dmel_CG42751,2L,NT_033779.5,11853430,11853925,plus,1.0,NP_001188792.1,Dmel\CG42751
LOC10178958,CG42814,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202372.2,FBgn0261996,Dmel_CG42814,3R,NT_033777.3,27228673,27229468,minus,1.0,NP_001189301.1,"CG31063,CG6001,Dmel\CG42814"
LOC10178960,pre-mod(mdg4)-AE,pre-mod(mdg4)-AE,PROTEIN_CODING,2.0,NM_001316602.1,FBgn0261842,Dmel_CG42774,3R,NT_033777.3,21365609,21368279,plus,2.0,NP_001303531.2,"CG42774,Dmel\CG42774,RAE"
LOC10178961,CG42808,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201991.2,FBgn0261990,Dmel_CG42808,2R,NT_033778.4,13573618,13574257,minus,1.0,NP_001188920.1,"CG13335,CG6183,Dmel\CG42808"
LOC10178962,asRNA:CR42860,antisense RNA:CR42860,ncRNA,3.0,NR_037748.1,FBgn0262107,Dmel_CR42860,3L,NT_037436.4,2088166,2089626,plus,-,-,"CR42860,Dmel\CR42860"
LOC10178963,CG42764,uncharacterized protein,PROTEIN_CODING,3.0,NM_001202211.1,FBgn0261832,Dmel_CG42764,3L,NT_037436.4,20464714,20466041,minus,3.0,NP_001189140.1,Dmel\CG42764
LOC10178964,lncRNA:CR42862,long non-coding RNA:CR42862,ncRNA,5.0,NR_037746.1,FBgn0262109,Dmel_CR42862,3L,NT_037436.4,224106,230964,plus,-,-,"anon-EST:fe1H7,BcDNA:GH06422,CG13878,CG16971,CG32477,CR32477,CR42862,Dmel\CR42862"
LOC10178965,CG42833,uncharacterized protein,PROTEIN_CODING,1.0,NM_001202209.2,FBgn0262022,Dmel_CG42833,3L,NT_037436.4,20200093,20200487,plus,1.0,NP_001189138.1,Dmel\CG42833
LOC10178966,Su(Ste):CR41533,Suppressor of Stellate:CR41533,ncRNA,1.0,NR_048532.2,FBgn0085673,Dmel_CR41533,Y,NC_024512.1,896183,897725,minus,-,-,"CG41533,CR41533,Dmel\CR41533,Su(Ste)"
LOC10178967,CR41519,pseudo,PSEUDO,-,-,FBgn0085664,Dmel_CR41519,2L,NT_033779.5,23415916,23416153,plus,-,-,"CG41519,Dmel\CR41519"
LOC10178968,CG42781,uncharacterized protein,PROTEIN_CODING,1.0,NM_001201626.3,FBgn0261849,Dmel_CG42781,X,NC_004354.4,7382733,7382990,minus,1.0,NP_001188555.1,"Dmel\CG42781,MIP22495"
LOC10178970,lncRNA:CR42756,long non-coding RNA:CR42756,ncRNA,1.0,NR_037760.1,FBgn0261814,Dmel_CR42756,3R,NT_033777.3,13438587,13439209,minus,-,-,"CR42756,Dmel\CR42756"
LOC117294,Dsp1,Dorsal switch protein 1,PROTEIN_CODING,7.0,NM_001144731.3,FBgn0278608,Dmel_CG12223,X,NC_004354.4,16333612,16340624,plus,7.0,NP_001138203.1,"CG12223,Dmel\CG12223,dsp1,DSP1,hmg,Hmg14B,Hmg14D,HMGB1,ssrp2,Ssrp2"
LOC117300,clt,cricklet,PROTEIN_CODING,1.0,NM_080523.4,FBgn0000326,Dmel_CG9858,2R,NT_033778.4,21617061,21619079,minus,1.0,NP_536784.1,"anon-57Fb,CG9858,Dmel\CG9858,Est-R"
LOC117327,Gr98b,Gustatory receptor 98b,PROTEIN_CODING,1.0,NM_170334.1,FBgn0046887,Dmel_CG31059,3R,NT_033777.3,27542497,27543888,plus,1.0,NP_733213.1,"98B.2,CG12884,CG31059,Dmel\CG31059,Gr98A1,GR98b,GR98B.2,Gr98B2"
LOC117331,VepD,Ventrally-expressed protein D,PROTEIN_CODING,3.0,NM_001259530.2,FBgn0053200,Dmel_CG33200,2R,NT_033778.4,22408525,22409342,plus,3.0,NP_001246459.1,"anon-EST:CL57,CG33200,D,Dmel\CG33200,ventrally-expressed-protein-D,vepD"
LOC117332,Rheb,Ras homolog enriched in brain,PROTEIN_CODING,2.0,NM_169068.3,FBgn0041191,Dmel_CG1081,3R,NT_033777.3,5568921,5570491,plus,2.0,NP_730950.2,"CG1081,Dm Rheb,Dmel\CG1081,DmRheb,DReb,dRheb,Q9VND8,rheb,RheB,RHEB"
LOC117336,Gr98c,Gustatory receptor 98c,PROTEIN_CODING,1.0,NM_079807.3,FBgn0046886,Dmel_CG31060,3R,NT_033777.3,27544443,27545836,plus,1.0,NP_524531.2,"98B.3,CG12884,CG31060,Dmel\CG31060,Gr98A1,Gr98A2,GR98B.3,Gr98B3,GR98c"
LOC117338,Gr97a,Gustatory receptor 97a,PROTEIN_CODING,2.0,NM_001300622.1,FBgn0041224,Dmel_CG33083,3R,NT_033777.3,26965124,26966485,minus,2.0,NP_001287551.1,"97a,97D.1,CG31073,CG31074,CG33083,Dmel\CG33083,GR97a,GR97D.1,Gr97D1"
LOC117339,Gr94a,Gustatory receptor 94a,PROTEIN_CODING,1.0,NM_170046.1,FBgn0041225,Dmel_CG31280,3R,NT_033777.3,23051689,23052903,plus,1.0,NP_732816.1,"94E.1,CG31280,Dmel\CG31280,GR94a,GR94E.1,Gr94E1"
LOC117342,CG32395,uncharacterized protein,PROTEIN_CODING,1.0,NM_168175.3,FBgn0041232,Dmel_CG32395,3L,NT_037436.4,6666638,6667816,minus,1.0,NP_729182.3,"65C.1,Dmel\CG32395,Gr65a,GR65C.1,Gr65C1"
LOC117343,Gr59d,Gustatory receptor 59d,PROTEIN_CODING,1.0,NM_137914.2,FBgn0041236,Dmel_CG30330,2R,NT_033778.4,23103941,23105169,minus,1.0,NP_611758.2,"59D.1,59D1,CG13543,CG30330,Dmel\CG30330,GR59d,GR59D.1,Gr59D1"
LOC117344,Gr58a,Gustatory receptor 58a,PROTEIN_CODING,1.0,NM_166491.2,FBgn0041239,Dmel_CG30396,2R,NT_033778.4,21979860,21981099,plus,1.0,NP_726135.2,"58A.1,58A1,CG30396,Dmel\CG30396,GR58A.1,Gr58A1"
LOC117345,Gr47b,Gustatory receptor 47b,PROTEIN_CODING,1.0,NM_165826.3,FBgn0041241,Dmel_CG30030,2R,NT_033778.4,11361900,11363405,plus,1.0,NP_725040.2,"47F.1,CG30030,Dmel\CG30030,GR47b,GR47F.1,Gr47F1"
LOC117346,Gr39a,Gustatory receptor 39a,PROTEIN_CODING,4.0,NM_165371.1,FBgn0264556,Dmel_CG31622,2L,NT_033779.5,21290734,21297686,plus,4.0,NP_724330.1,"39D.2,39D.2a,39D.2b,39D.2c,39D.2d,39D2a,39D2b,39D2c,39D2d,CG31622,Dmel\CG31622,gene Y,GR39a,Gr39a.a,Gr39a.b,Gr39a.c,Gr39a.d,Gr39aA,Gr39aB,Gr39aC,Gr39aD,GR39D.2,Gr39D2a,Gr39D2A,Gr39D2b,Gr39D2c,Gr39D2d,l(2)k05106"
LOC117347,Gr39b,Gustatory receptor 39b,PROTEIN_CODING,1.0,NM_165376.1,FBgn0041245,Dmel_CG31620,2L,NT_033779.5,21367908,21369706,minus,1.0,NP_724336.1,"39D.1,39D1,CG31620,Dmel\CG31620,GR39b,GR39D.1,Gr39D1"
LOC117348,Gr28a,Gustatory receptor 28a,PROTEIN_CODING,1.0,NM_078780.5,FBgn0041247,Dmel_CG13787,2L,NT_033779.5,7452520,7454212,minus,1.0,NP_523504.2,"28A.1,CG13787,Dmel\CG13787,GR28a,GR28A.1,Gr28A1,Gr28A2"
LOC117349,Gr22f,Gustatory receptor 22f,PROTEIN_CODING,1.0,NM_164437.2,FBgn0041249,Dmel_CG31932,2L,NT_033779.5,1755253,1756451,minus,1.0,NP_722729.2,"22B.1,CG31932,Dmel\CG31932,GR22B.1,Gr22B1,GR22b1,GR22f"
LOC117353,Pcyt1,Phosphocholine cytidylyltransferase 1,PROTEIN_CODING,6.0,NM_001299969.1,FBgn0041342,Dmel_CG1049,3L,NT_037436.4,1546092,1553504,plus,6.0,NP_001286898.1,"Cct,cct1,Cct1,CCT1,CG1049,CT41283,Dmel\CG1049,pcyt1"
LOC117361,FASN2,Fatty acid synthase 2,PROTEIN_CODING,2.0,NM_001273057.2,FBgn0042627,Dmel_CG3524,2L,NT_033779.5,3043947,3056143,plus,2.0,NP_001259986.1,"CG3524,Dmel\CG3524,DM_7295849,FAS,FAS-mb,FAS2,fasn,FASN,fasn2,FASN[CG3524],FAS[CG3524],mFAS,v(2)k05816"
LOC117364,Hex-t1,Hexokinase testis 1,PROTEIN_CODING,1.0,NM_176567.2,FBgn0042711,Dmel_CG33102,3R,NT_033777.3,26449079,26450585,plus,1.0,NP_788744.1,"CG33102,CG5443,CG54430,DHK-453,Dmel\CG33102,Hex,Hex-T1,HEX-t1,HK"
LOC117365,HBS1,HBS1,PROTEIN_CODING,2.0,NM_001299977.1,FBgn0042712,Dmel_CG1898,3L,NT_037436.4,1862881,1865240,minus,2.0,NP_001286906.1,"CG1898,Dmel\CG1898,hbs1,Hbs1"
LOC117366,PIG-Q,Phosphatidylinositol glycan anchor biosynthesis class Q,PROTEIN_CODING,2.0,NM_001298394.1,FBgn0086448,Dmel_CG32578,X,NC_004354.4,16359143,16361275,plus,2.0,NP_001285323.1,"CG32578,dGpi1,Dmel\CG32578,Dm_CAC10056/216-441,Gpi1,i19e,l(1)14Ca,l(1)14Cd,l(1)19-134,l(1)i19,l(1)i19e"
LOC117368,prt,portabella,PROTEIN_CODING,1.0,NM_001104417.2,FBgn0043005,Dmel_CG10251,3R,NT_033777.3,23696372,23699027,minus,1.0,NP_001097887.1,"CG10251,Dmel\CG10251"
LOC117369,Desat1,Desaturase 1,PROTEIN_CODING,5.0,NM_169466.1,FBgn0086687,Dmel_CG5887,3R,NT_033777.3,12439600,12447616,plus,5.0,NP_731710.1,"anon-WO0118547.726,anon-WO0118547.730,BEST:SD05462,CG5887,desat,desat1,DESAT1,Dmel NPSE,Dmel NPSE Z9,Dmel\CG5887,ds1,fad,Fad,l(3)S028813"
LOC117406,betaTub65B,beta-Tubulin at 65B,PROTEIN_CODING,1.0,NM_168168.1,FBgn0052396,Dmel_CG32396,3L,NT_037436.4,6530729,6532429,plus,1.0,NP_729172.1,"CG32396,CG8339,CT42364,Dmel\CG32396,Tub2B,Tubb4b"
LOC117407,Tsp68C,Tetraspanin 68C,PROTEIN_CODING,2.0,NM_168558.2,FBgn0043550,Dmel_CG32136,3L,NT_037436.4,13843656,13845316,plus,2.0,NP_729926.1,"CG32136,Dm.Tsp68C,Dmel\CG32136,Tsp68c"
LOC117414,mRpS14,mitochondrial ribosomal protein S14,PROTEIN_CODING,2.0,NM_001298509.1,FBgn0044030,Dmel_CG32531,X,NC_004354.4,19479382,19480238,minus,2.0,NP_001285438.1,"cg12211,CG12211,CG32531,Dmel\CG32531,MRP-S14,mRPS14,MrpS14,S14"
LOC117419,Irbp,Inverted repeat-binding protein,PROTEIN_CODING,2.0,NM_080512.5,FBgn0011774,Dmel_CG5247,3R,NT_033777.3,11410047,11412440,plus,2.0,NP_536773.1,"CG5247,Dmel\CG5247,DmKu70,dp70,irbp,IRBP,IRBP/Ku70,Ku,ku70,Ku70,Ku70/Ku80,p70,YPF1,Ypf1b,YPF1beta"
LOC117459,TotZ,Turandot Z,PROTEIN_CODING,1.0,NM_080521.3,FBgn0044809,Dmel_CG31507,3R,NT_033777.3,20877736,20878363,plus,1.0,NP_536782.2,"CG31507,Dmel\CG31507,tot,Totz"
LOC117460,TotX,Turandot X,PROTEIN_CODING,1.0,NM_080520.3,FBgn0044810,Dmel_CG31193,3R,NT_033777.3,20904917,20905518,minus,1.0,NP_536781.2,"CG31193,Dmel\CG31193,tot,Tot X,Totx,TOTX"
LOC117461,TotF,Turandot F,PROTEIN_CODING,1.0,NM_080519.4,FBgn0044811,Dmel_CG31691,2L,NT_033779.5,19911815,19912377,minus,1.0,NP_536780.3,"CG13963,CG31691,Dmel\CG31691,tot,Tot F"
LOC117462,TotC,Turandot C,PROTEIN_CODING,1.0,NM_080518.3,FBgn0044812,Dmel_CG31508,3R,NT_033777.3,20872988,20873580,plus,1.0,NP_536779.2,"CG31508,Dmel\CG31508,tot,totC,TOTc"
LOC117463,Ste12DOR,Stellate 12D orphon,PROTEIN_CODING,1.0,NM_167390.3,FBgn0044817,Dmel_CG32616,X,NC_004354.4,14000210,14000889,plus,1.0,NP_727747.3,"CG32616,Dmel\CG32616,SC-1,Ste,SteDOR"
LOC117464,He,Hemese,PROTEIN_CODING,2.0,NM_144477.3,FBgn0028430,Dmel_CG31770,2L,NT_033779.5,13972096,13972947,minus,2.0,NP_652734.2,"CG31770,Dmel\CG31770,H2,he,hem"
LOC117467,mthl11,methuselah-like 11,PROTEIN_CODING,2.0,NM_169343.4,FBgn0045443,Dmel_CG31147,3R,NT_033777.3,10401032,10402966,plus,2.0,NP_731479.3,"CG31147,Dmel\CG31147,Mthl11"
LOC117470,Gr93d,Gustatory receptor 93d,PROTEIN_CODING,1.0,NM_169974.1,FBgn0045468,Dmel_CG31335,3R,NT_033777.3,21845454,21846659,minus,1.0,NP_732666.1,"93F.4,CG31335,Dmel\CG31335,DmGr93d,GR93d,GR93F.4,Gr93F4"
LOC117471,Gr93c,Gustatory receptor 93c,PROTEIN_CODING,1.0,NM_169973.1,FBgn0045469,Dmel_CG31173,3R,NT_033777.3,21844014,21845265,minus,1.0,NP_732665.1,"93F.3,CG13411,CG31173,Dmel\CG31173,GR93c,GR93F.3,Gr93F3"
LOC117472,Gr93b,Gustatory receptor 93b,PROTEIN_CODING,1.0,NM_169972.2,FBgn0045470,Dmel_CG31336,3R,NT_033777.3,21842521,21843765,minus,1.0,NP_732664.2,"93F.2,CG13411,CG31336,Dmel\CG31336,GR93b,GR93F.2,Gr93F2"
LOC117473,Gr92a,Gustatory receptor 92a,PROTEIN_CODING,1.0,NM_169889.2,FBgn0045471,Dmel_CG31208,3R,NT_033777.3,20121060,20122277,plus,1.0,NP_732489.2,"CG31208,Dmel\CG31208,DmGr92a,GR92a,Gr92D1"
LOC117475,Gr85a,Gustatory receptor 85a,PROTEIN_CODING,1.0,NM_169314.1,FBgn0045473,Dmel_CG31405,3R,NT_033777.3,9995544,9996789,minus,1.0,NP_731426.1,"CG31405,Dmel\CG31405"
LOC117476,Gr77a,Gustatory receptor 77a,PROTEIN_CODING,1.0,NM_168868.2,FBgn0045474,Dmel_CG32433,3L,NT_037436.4,20737569,20739430,minus,1.0,NP_730560.1,"77E.1,CG32433,Dmel\CG32433,GR77a,GR77E.1,Gr77E1"
LOC117477,Gr64f,Gustatory receptor 64f,PROTEIN_CODING,1.0,NM_168052.3,FBgn0052255,Dmel_CG32255,3L,NT_037436.4,4035799,4037575,plus,1.0,NP_728924.2,"CG14988,CG32255,Dmel64f,Dmel\CG32255,DmGr64f,Gr64,Gr64A3,GR64f"
LOC117479,Gr64c,Gustatory receptor 64c,PROTEIN_CODING,2.0,NM_001259681.1,FBgn0045477,Dmel_CG32256,3L,NT_037436.4,4028605,4032032,plus,2.0,NP_001246610.1,"CG14986,CG32256,Dmel64c,Dmel\CG32256,Gr64,gr64c,GR64c"
LOC117480,Gr64b,Gustatory receptor 64b,PROTEIN_CODING,1.0,NM_168049.2,FBgn0045478,Dmel_CG32257,3L,NT_037436.4,4028605,4032032,plus,1.0,NP_728921.1,"anon-WO0118547.604,CG14986,CG32257,Dmel64b,Dmel\CG32257,Gr64,GR64b"
LOC117481,Gr64a,Gustatory receptor 64a,PROTEIN_CODING,1.0,NM_168048.2,FBgn0045479,Dmel_CG32261,3L,NT_037436.4,4026769,4028600,plus,1.0,NP_728920.1,"CG14986,CG32261,Dmel64a,Dmel\CG32261,Gr64,GR64a,Gr64A1,GRLU.3,GrLU3,LU.3"
LOC117484,Gr59b,Gustatory receptor 59b,PROTEIN_CODING,1.0,NM_079094.3,FBgn0045482,Dmel_CG30191,2R,NT_033778.4,23082203,23083366,plus,1.0,NP_523818.2,"CG13537,CG30191,Dmel\CG30191,GR59b,GR59C.2,Gr59C1,Gr59D3"
LOC117485,Gr59a,Gustatory receptor 59a,PROTEIN_CODING,1.0,NM_166585.2,FBgn0045483,Dmel_CG30189,2R,NT_033778.4,23080561,23081725,plus,1.0,NP_726287.2,"CG13537,CG30189,Dmel\CG30189,GR59a,GR59C.1"
LOC117486,Gr36c,Gustatory receptor 36c,PROTEIN_CODING,1.0,NM_165207.1,FBgn0045485,Dmel_CG31748,2L,NT_033779.5,17180338,17181632,plus,1.0,NP_724040.1,"CG15137,CG31748,Dmel\CG31748,Gr36B.3,Gr36B3,GR36c"
LOC117487,Gr36b,Gustatory receptor 36b,PROTEIN_CODING,1.0,NM_165206.1,FBgn0045486,Dmel_CG31744,2L,NT_033779.5,17178772,17180064,plus,1.0,NP_724039.1,"CG15137,CG31744,Dmel\CG31744,GR36b,Gr36B.2,Gr36B2"
LOC117488,Gr36a,Gustatory receptor 36a,PROTEIN_CODING,1.0,NM_165205.2,FBgn0045487,Dmel_CG31747,2L,NT_033779.5,17176618,17177921,plus,1.0,NP_724038.2,"CG31747,Dmel\CG31747,GR36a,Gr36B1,GRLU.1,GrLU1,LU.1"
LOC117492,Gr22b,Gustatory receptor 22b,PROTEIN_CODING,1.0,NM_001014456.1,FBgn0045500,Dmel_CG31931,2L,NT_033779.5,1792057,1793268,minus,1.0,NP_001014456.1,"CG31931,CR31931,Dmel\CG31931,GR22b,Gr22bP,Gr2940.4"
LOC117496,Gr28b,Gustatory receptor 28b,PROTEIN_CODING,5.0,NM_205920.3,FBgn0045495,Dmel_CG13788,2L,NT_033779.5,7454826,7462247,minus,5.0,NP_995642.1,"28A3,CG13788,Dmel\CG13788,Gr28A3,Gr28A4,gr28b,GR28b,GR28B,Gr28b(D),GR28B(D),Gr28b.a,Gr28b.b,Gr28b.c,Gr28b.d,Gr28b.e,Gr28bA,Gr28bB,Gr28bC,Gr28bD,Gr28be,Gr28bE,GRLU.2,GrLU2,LU.2"
LOC117498,Gr22e,Gustatory receptor 22e,PROTEIN_CODING,1.0,NM_164438.1,FBgn0045497,Dmel_CG31936,2L,NT_033779.5,1784062,1785286,plus,1.0,NP_722731.1,"CG31936,Dmel\CG31936,GR22e,Gr2940.1"
LOC117499,Gr22c,Gustatory receptor 22c,PROTEIN_CODING,1.0,NM_164439.2,FBgn0265138,Dmel_CG31929,2L,NT_033779.5,1790617,1791823,minus,1.0,NP_722732.2,"CG31929,Dmel\CG31929,GR22c,Gr2940.3,GRLU.6,GrLU6,LU.6"
LOC117500,Gr22a,Gustatory receptor 22a,PROTEIN_CODING,1.0,NM_164440.1,FBgn0045501,Dmel_CG31662,2L,NT_033779.5,1793668,1794917,minus,1.0,NP_722733.1,"CG31662,Dmel\CG31662,GR22a,Gr2940.5"
LOC117501,Gr10a,Gustatory receptor 10a,PROTEIN_CODING,1.0,NM_167283.3,FBgn0045502,Dmel_CG32664,X,NC_004354.4,11413467,11417422,minus,1.0,NP_727523.1,"CG32664,Dmel\CG32664,gr10a,GR10a,Gr10B1"
LOC117503,RacGAP84C,Rac GTPase activating protein at 84C,PROTEIN_CODING,2.0,NM_057356.5,FBgn0045843,Dmel_CG2595,3R,NT_033777.3,7285962,7287629,plus,2.0,NP_476704.1,"CG2595,Dmel\CG2595,GAP84C,P1.7,racGAP,RacGAP(84C),RhoGAP-84C8,rnGAP,rnprot,rnprot1.7,rnRac-GAP,rnracGap,rnracGAP,rnRacGap,rnRacGAP"
LOC118436,Ranbp16,Ranbp16,PROTEIN_CODING,6.0,NM_001201667.2,FBgn0053180,Dmel_CG33180,X,NC_004354.4,15927185,15933867,minus,6.0,NP_001188596.1,"CG33180,CG9126,CG9136,Dmel\CG33180,RanBP16"
LOC12797860,CG43209,uncharacterized protein,PROTEIN_CODING,1.0,NM_001259552.1,FBgn0262845,Dmel_CG43209,2R,NT_033778.4,23601981,23602456,minus,1.0,NP_001246481.1,"Dmel\CG43209,DMG4-MB6.chr2R.33.028"
LOC12797861,mir-4979,mir-4979 stem loop,ncRNA,1.0,NR_048194.1,FBgn0263543,Dmel_CR43528,2R,NT_033778.4,23734033,23734141,minus,-,-,"CR43528,dme-mir-4979,Dmel\CR43528"
LOC12797862,mir-1009,mir-1009 stem loop,ncRNA,1.0,NR_048197.1,FBgn0262435,Dmel_CR42994,2R,NT_033778.4,23993054,23993114,minus,-,-,"CR42994,dme-mir-1009,dme-miR-1009,Dmel\CR42994,miR-1009"
LOC12797863,mir-4985,mir-4985 stem loop,ncRNA,1.0,NR_048199.1,FBgn0263546,Dmel_CR43531,2R,NT_033778.4,24294231,24294331,plus,-,-,"CR43531,dme-mir-4985,Dmel\CR43531"
